Samples;2048;Curves ;40;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;
290;6.784E-05;-1.186E-04;-3.562E-05;-7.806E-05;-3.069E-05;-2.217E-05;4.350E-05;3.273E-05;-2.146E-05;8.029E-05;-1.359E-04;-9.058E-06;-3.606E-05;-9.078E-05;-8.298E-05;4.793E-05;-7.508E-05;3.148E-05;-4.981E-05;-4.390E-05;-2.391E-05;2.273E-05;-1.035E-04;3.146E-05;-5.297E-05;1.618E-05;-1.434E-04;7.283E-05;-1.116E-04;-1.523E-05;-2.605E-05;-3.234E-06;6.304E-05;-1.000E-04;1.316E-05;-2.922E-05;-7.398E-06;-7.588E-05;9.818E-05;-5.915E-05;
291;6.887E-05;-1.187E-04;-3.432E-05;-7.788E-05;-3.042E-05;-2.466E-05;4.323E-05;2.877E-05;-2.206E-05;8.071E-05;-1.479E-04;-7.422E-06;-3.348E-05;-9.103E-05;-7.919E-05;4.766E-05;-7.417E-05;3.184E-05;-4.820E-05;-4.536E-05;-5.803E-06;2.303E-05;-1.106E-04;3.488E-05;-5.045E-05;1.663E-05;-1.282E-04;7.411E-05;-1.111E-04;-1.314E-05;-2.711E-05;-1.447E-06;6.383E-05;-9.966E-05;1.329E-05;-2.786E-05;-7.762E-06;-7.679E-05;1.009E-04;-5.815E-05;
292;7.053E-05;-1.170E-04;-3.287E-05;-7.591E-05;-3.033E-05;-2.684E-05;4.489E-05;2.698E-05;-2.306E-05;8.201E-05;-1.535E-04;-6.453E-06;-3.067E-05;-8.824E-05;-7.746E-05;4.605E-05;-7.408E-05;3.178E-05;-4.641E-05;-4.620E-05;4.434E-06;2.297E-05;-1.154E-04;3.721E-05;-4.679E-05;1.678E-05;-1.037E-04;7.541E-05;-1.104E-04;-1.072E-05;-2.829E-05;-5.432E-08;6.362E-05;-9.666E-05;1.401E-05;-2.683E-05;-8.761E-06;-7.721E-05;1.031E-04;-6.109E-05;
293;7.208E-05;-1.132E-04;-3.171E-05;-7.282E-05;-2.918E-05;-2.923E-05;4.823E-05;2.637E-05;-2.318E-05;8.310E-05;-1.541E-04;-6.241E-06;-2.967E-05;-8.476E-05;-7.604E-05;4.203E-05;-7.448E-05;3.148E-05;-4.617E-05;-4.648E-05;1.799E-06;2.279E-05;-1.170E-04;3.888E-05;-4.270E-05;1.709E-05;-7.264E-05;7.710E-05;-1.087E-04;-8.388E-06;-2.932E-05;6.725E-07;6.425E-05;-9.176E-05;1.474E-05;-2.583E-05;-9.912E-06;-7.694E-05;1.053E-04;-6.708E-05;
294;7.368E-05;-1.090E-04;-3.120E-05;-6.973E-05;-2.739E-05;-3.038E-05;5.280E-05;2.749E-05;-2.309E-05;8.483E-05;-1.519E-04;-6.362E-06;-2.961E-05;-8.270E-05;-7.710E-05;3.972E-05;-7.560E-05;3.036E-05;-4.732E-05;-4.623E-05;-1.319E-05;2.276E-05;-1.158E-04;3.978E-05;-3.894E-05;1.687E-05;-4.447E-05;7.813E-05;-1.060E-04;-5.995E-06;-2.972E-05;5.211E-07;6.483E-05;-8.609E-05;1.504E-05;-2.452E-05;-1.006E-05;-7.600E-05;1.071E-04;-7.484E-05;
295;7.438E-05;-1.054E-04;-3.129E-05;-6.752E-05;-2.530E-05;-3.065E-05;5.822E-05;2.952E-05;-2.258E-05;8.759E-05;-1.487E-04;-5.969E-06;-3.024E-05;-8.127E-05;-8.080E-05;3.885E-05;-7.539E-05;2.914E-05;-5.123E-05;-4.566E-05;-3.833E-05;2.209E-05;-1.115E-04;3.963E-05;-3.552E-05;1.681E-05;-2.545E-05;7.898E-05;-1.027E-04;-3.421E-06;-3.084E-05;1.274E-07;6.437E-05;-8.004E-05;1.544E-05;-2.380E-05;-9.034E-06;-7.406E-05;1.090E-04;-8.144E-05;
296;7.507E-05;-1.022E-04;-3.126E-05;-6.643E-05;-2.391E-05;-3.029E-05;6.301E-05;3.261E-05;-2.046E-05;9.071E-05;-1.442E-04;-5.424E-06;-3.179E-05;-7.952E-05;-8.507E-05;3.806E-05;-7.614E-05;3.069E-05;-5.580E-05;-4.605E-05;-6.665E-05;2.170E-05;-1.050E-04;3.918E-05;-3.152E-05;1.669E-05;-1.394E-05;8.044E-05;-9.881E-05;-6.950E-07;-3.096E-05;-7.206E-07;6.201E-05;-7.425E-05;1.544E-05;-2.368E-05;-6.853E-06;-7.288E-05;1.100E-04;-8.477E-05;
297;7.710E-05;-9.873E-05;-3.093E-05;-6.591E-05;-2.330E-05;-3.075E-05;6.622E-05;3.664E-05;-1.776E-05;9.307E-05;-1.398E-04;-4.697E-06;-3.506E-05;-7.834E-05;-8.785E-05;3.727E-05;-7.841E-05;3.251E-05;-5.689E-05;-4.545E-05;-8.945E-05;2.206E-05;-9.693E-05;3.879E-05;-2.753E-05;1.769E-05;-1.404E-05;8.171E-05;-9.548E-05;1.728E-06;-2.914E-05;-2.144E-06;5.950E-05;-6.974E-05;1.410E-05;-2.368E-05;-4.279E-06;-7.330E-05;1.105E-04;-8.389E-05;
298;7.931E-05;-9.440E-05;-2.935E-05;-6.543E-05;-2.303E-05;-3.178E-05;6.758E-05;3.994E-05;-1.413E-05;9.498E-05;-1.354E-04;-4.969E-06;-3.818E-05;-7.785E-05;-8.937E-05;3.736E-05;-8.023E-05;3.399E-05;-5.747E-05;-4.245E-05;-1.019E-04;2.194E-05;-8.979E-05;3.821E-05;-2.456E-05;1.978E-05;-2.863E-05;8.340E-05;-9.296E-05;3.091E-06;-2.626E-05;-3.991E-06;5.753E-05;-6.656E-05;1.226E-05;-2.368E-05;-1.281E-06;-7.424E-05;1.109E-04;-7.974E-05;
299;8.013E-05;-9.222E-05;-2.672E-05;-6.537E-05;-2.288E-05;-3.250E-05;6.773E-05;4.239E-05;-9.948E-06;9.682E-05;-1.316E-04;-5.726E-06;-4.069E-05;-7.755E-05;-8.928E-05;3.803E-05;-8.081E-05;3.663E-05;-5.859E-05;-4.063E-05;-1.060E-04;2.452E-05;-8.476E-05;3.642E-05;-2.380E-05;2.239E-05;-5.435E-05;8.419E-05;-9.130E-05;3.515E-06;-2.233E-05;-6.021E-06;5.589E-05;-6.559E-05;1.026E-05;-2.295E-05;2.566E-06;-7.570E-05;1.107E-04;-7.308E-05;
300;8.128E-05;-9.261E-05;-2.596E-05;-6.552E-05;-2.182E-05;-3.326E-05;6.779E-05;4.370E-05;-6.435E-06;9.891E-05;-1.279E-04;-5.938E-06;-4.148E-05;-7.746E-05;-8.655E-05;3.830E-05;-7.872E-05;4.020E-05;-5.877E-05;-4.039E-05;-1.075E-04;2.709E-05;-7.964E-05;3.503E-05;-2.644E-05;2.439E-05;-8.487E-05;8.404E-05;-9.103E-05;3.424E-06;-1.887E-05;-7.747E-06;5.526E-05;-6.599E-05;8.804E-06;-2.228E-05;6.473E-06;-7.857E-05;1.102E-04;-6.354E-05;
301;8.274E-05;-9.334E-05;-2.566E-05;-6.761E-05;-1.928E-05;-3.284E-05;6.788E-05;4.427E-05;-3.739E-06;1.012E-04;-1.249E-04;-5.787E-06;-3.990E-05;-7.670E-05;-8.316E-05;3.915E-05;-7.372E-05;4.296E-05;-5.713E-05;-4.081E-05;-1.072E-04;2.754E-05;-7.658E-05;3.618E-05;-2.980E-05;2.548E-05;-1.094E-04;8.328E-05;-9.196E-05;3.545E-06;-1.624E-05;-8.231E-06;5.571E-05;-6.683E-05;9.470E-06;-2.237E-05;9.713E-06;-8.260E-05;1.100E-04;-5.400E-05;
302;8.374E-05;-9.437E-05;-2.378E-05;-7.073E-05;-1.916E-05;-3.078E-05;6.803E-05;4.512E-05;-1.377E-06;1.039E-04;-1.230E-04;-5.787E-06;-3.715E-05;-7.558E-05;-7.907E-05;4.018E-05;-6.615E-05;4.477E-05;-5.320E-05;-4.072E-05;-1.041E-04;2.648E-05;-7.752E-05;3.648E-05;-3.122E-05;2.926E-05;-1.206E-04;8.165E-05;-9.439E-05;3.818E-06;-1.388E-05;-7.050E-06;5.626E-05;-6.832E-05;1.111E-05;-2.346E-05;1.274E-05;-8.663E-05;1.110E-04;-4.613E-05;
303;8.480E-05;-9.534E-05;-2.139E-05;-7.252E-05;-1.964E-05;-3.184E-05;7.018E-05;4.785E-05;7.431E-07;1.053E-04;-1.215E-04;-6.272E-06;-3.382E-05;-7.443E-05;-7.486E-05;3.951E-05;-5.824E-05;4.723E-05;-4.847E-05;-4.018E-05;-9.860E-05;2.536E-05;-8.118E-05;3.309E-05;-3.268E-05;3.262E-05;-1.195E-04;8.289E-05;-9.781E-05;2.576E-06;-1.391E-05;-5.657E-06;5.623E-05;-6.950E-05;1.283E-05;-2.468E-05;1.404E-05;-9.038E-05;1.130E-04;-3.980E-05;
304;8.634E-05;-9.685E-05;-1.960E-05;-7.206E-05;-1.858E-05;-3.438E-05;7.112E-05;5.266E-05;2.106E-06;1.043E-04;-1.197E-04;-6.150E-06;-3.109E-05;-7.237E-05;-7.023E-05;3.848E-05;-5.046E-05;4.862E-05;-4.423E-05;-3.990E-05;-9.269E-05;2.403E-05;-8.491E-05;2.949E-05;-3.377E-05;3.383E-05;-1.140E-04;8.583E-05;-9.993E-05;3.060E-06;-1.412E-05;-4.234E-06;5.520E-05;-7.077E-05;1.353E-05;-2.568E-05;1.377E-05;-9.250E-05;1.154E-04;-3.604E-05;
305;8.767E-05;-9.791E-05;-1.797E-05;-7.070E-05;-1.637E-05;-3.486E-05;7.064E-05;5.527E-05;4.165E-06;1.031E-04;-1.178E-04;-6.029E-06;-2.939E-05;-7.058E-05;-6.623E-05;3.951E-05;-4.286E-05;4.953E-05;-4.078E-05;-3.975E-05;-8.739E-05;2.315E-05;-8.706E-05;3.230E-05;-3.334E-05;3.417E-05;-1.077E-04;8.789E-05;-1.022E-04;5.271E-06;-1.360E-05;2.788E-07;5.505E-05;-7.144E-05;1.380E-05;-2.807E-05;1.232E-05;-9.272E-05;1.177E-04;-3.644E-05;
306;8.885E-05;-9.861E-05;-1.609E-05;-6.967E-05;-1.452E-05;-3.390E-05;7.176E-05;5.648E-05;4.862E-06;1.063E-04;-1.164E-04;-5.242E-06;-2.882E-05;-6.928E-05;-6.480E-05;4.103E-05;-3.501E-05;4.995E-05;-3.890E-05;-4.075E-05;-8.300E-05;2.321E-05;-8.764E-05;4.442E-05;-3.071E-05;3.471E-05;-1.017E-04;8.949E-05;-1.032E-04;6.846E-06;-1.645E-05;5.942E-06;5.547E-05;-6.923E-05;1.825E-05;-2.922E-05;1.017E-05;-9.305E-05;1.183E-04;-4.158E-05;
307;8.928E-05;-9.985E-05;-1.457E-05;-6.867E-05;-1.307E-05;-3.247E-05;7.467E-05;5.957E-05;2.984E-06;1.105E-04;-1.145E-04;-3.879E-06;-2.879E-05;-6.898E-05;-6.426E-05;4.230E-05;-2.832E-05;5.074E-05;-3.936E-05;-4.178E-05;-8.112E-05;2.355E-05;-8.612E-05;6.677E-05;-2.632E-05;3.629E-05;-9.656E-05;9.088E-05;-1.026E-04;7.452E-06;-2.242E-05;9.334E-06;5.511E-05;-6.614E-05;2.479E-05;-2.737E-05;1.038E-05;-9.084E-05;1.183E-04;-4.788E-05;
308;8.934E-05;-1.016E-04;-1.309E-05;-6.761E-05;-1.161E-05;-3.114E-05;7.851E-05;6.420E-05;1.409E-06;1.105E-04;-1.104E-04;-1.426E-06;-2.976E-05;-6.837E-05;-6.523E-05;4.266E-05;-2.420E-05;5.144E-05;-4.157E-05;-4.251E-05;-8.218E-05;2.336E-05;-8.285E-05;9.533E-05;-2.159E-05;3.741E-05;-9.232E-05;9.273E-05;-1.019E-04;7.331E-06;-2.875E-05;1.088E-05;5.498E-05;-6.387E-05;2.879E-05;-2.616E-05;1.056E-05;-8.742E-05;1.192E-04;-5.158E-05;
309;8.934E-05;-1.028E-04;-1.161E-05;-6.697E-05;-1.049E-05;-2.929E-05;8.181E-05;6.750E-05;1.500E-06;1.089E-04;-1.069E-04;2.027E-06;-3.266E-05;-6.795E-05;-6.674E-05;4.236E-05;-2.287E-05;5.219E-05;-4.402E-05;-4.299E-05;-8.555E-05;2.306E-05;-7.770E-05;1.211E-04;-1.814E-05;3.786E-05;-8.996E-05;9.549E-05;-1.017E-04;7.755E-06;-3.365E-05;1.191E-05;5.538E-05;-6.141E-05;2.979E-05;-2.549E-05;9.289E-06;-8.602E-05;1.201E-04;-5.364E-05;
310;8.979E-05;-1.026E-04;-1.006E-05;-6.755E-05;-9.797E-06;-2.754E-05;8.502E-05;6.977E-05;2.984E-06;1.087E-04;-1.028E-04;3.783E-06;-3.366E-05;-6.707E-05;-6.783E-05;4.148E-05;-2.448E-05;5.346E-05;-4.629E-05;-4.254E-05;-8.954E-05;2.291E-05;-7.095E-05;1.408E-04;-1.569E-05;3.798E-05;-8.972E-05;9.788E-05;-1.023E-04;7.452E-06;-3.644E-05;1.291E-05;5.632E-05;-5.823E-05;2.973E-05;-2.462E-05;8.350E-06;-8.533E-05;1.212E-04;-5.424E-05;
311;9.007E-05;-1.013E-04;-8.667E-06;-6.879E-05;-9.342E-06;-2.660E-05;8.811E-05;7.189E-05;5.104E-06;1.098E-04;-9.742E-05;3.874E-06;-3.397E-05;-6.371E-05;-6.862E-05;4.009E-05;-2.756E-05;5.558E-05;-4.881E-05;-4.130E-05;-9.339E-05;2.397E-05;-6.368E-05;1.542E-04;-1.423E-05;3.810E-05;-9.148E-05;9.812E-05;-1.033E-04;7.058E-06;-3.671E-05;1.367E-05;5.710E-05;-5.551E-05;2.958E-05;-2.331E-05;9.380E-06;-8.463E-05;1.222E-04;-5.124E-05;
312;8.973E-05;-9.876E-05;-8.092E-06;-6.994E-05;-9.252E-06;-2.687E-05;8.969E-05;7.356E-05;8.405E-06;1.117E-04;-9.245E-05;4.540E-06;-3.491E-05;-6.038E-05;-6.635E-05;3.824E-05;-3.020E-05;5.770E-05;-5.044E-05;-3.963E-05;-9.684E-05;2.606E-05;-5.850E-05;1.558E-04;-1.393E-05;3.774E-05;-9.369E-05;9.661E-05;-1.061E-04;7.028E-06;-3.577E-05;1.427E-05;5.783E-05;-5.396E-05;2.961E-05;-2.207E-05;1.086E-05;-8.424E-05;1.224E-04;-4.410E-05;
313;8.846E-05;-9.576E-05;-8.667E-06;-7.206E-05;-9.433E-06;-2.772E-05;8.996E-05;7.438E-05;1.222E-05;1.145E-04;-8.945E-05;5.631E-06;-3.424E-05;-5.820E-05;-6.338E-05;3.685E-05;-3.068E-05;5.910E-05;-5.005E-05;-3.848E-05;-9.951E-05;2.873E-05;-5.614E-05;1.437E-04;-1.505E-05;3.835E-05;-9.541E-05;9.540E-05;-1.107E-04;6.967E-06;-3.429E-05;1.363E-05;5.820E-05;-5.314E-05;2.991E-05;-2.059E-05;1.286E-05;-8.405E-05;1.233E-04;-3.474E-05;
314;8.791E-05;-9.240E-05;-9.667E-06;-7.482E-05;-9.161E-06;-2.999E-05;8.866E-05;7.550E-05;1.658E-05;1.179E-04;-8.870E-05;6.267E-06;-3.115E-05;-5.529E-05;-6.017E-05;3.464E-05;-2.869E-05;5.995E-05;-4.772E-05;-3.757E-05;-1.007E-04;3.057E-05;-5.629E-05;1.209E-04;-1.708E-05;4.083E-05;-9.587E-05;9.476E-05;-1.160E-04;6.664E-06;-3.208E-05;1.142E-05;5.829E-05;-5.399E-05;2.897E-05;-1.959E-05;1.629E-05;-8.348E-05;1.249E-04;-2.626E-05;
315;8.804E-05;-8.956E-05;-1.000E-05;-7.742E-05;-8.101E-06;-3.296E-05;8.769E-05;7.635E-05;2.131E-05;1.210E-04;-8.888E-05;6.236E-06;-2.758E-05;-5.223E-05;-5.566E-05;3.197E-05;-2.799E-05;6.210E-05;-4.435E-05;-3.672E-05;-9.963E-05;3.109E-05;-5.914E-05;9.333E-05;-1.965E-05;4.413E-05;-9.435E-05;9.419E-05;-1.199E-04;6.816E-06;-2.911E-05;8.910E-06;5.919E-05;-5.502E-05;2.631E-05;-1.919E-05;2.092E-05;-8.312E-05;1.266E-04;-1.866E-05;
316;8.894E-05;-8.765E-05;-1.036E-05;-7.872E-05;-6.011E-06;-3.486E-05;8.708E-05;7.625E-05;2.588E-05;1.244E-04;-9.012E-05;5.873E-06;-2.534E-05;-4.966E-05;-5.027E-05;2.973E-05;-2.881E-05;6.412E-05;-3.954E-05;-3.479E-05;-9.657E-05;3.036E-05;-6.335E-05;7.071E-05;-2.332E-05;4.737E-05;-9.057E-05;9.310E-05;-1.218E-04;7.391E-06;-2.629E-05;8.638E-06;6.068E-05;-5.657E-05;2.367E-05;-1.895E-05;2.583E-05;-8.266E-05;1.270E-04;-1.233E-05;
317;8.901E-05;-8.756E-05;-1.142E-05;-7.821E-05;-2.892E-06;-3.592E-05;8.763E-05;7.441E-05;2.915E-05;1.272E-04;-9.245E-05;5.146E-06;-2.340E-05;-4.760E-05;-4.551E-05;2.737E-05;-2.763E-05;6.515E-05;-3.581E-05;-3.176E-05;-9.078E-05;2.897E-05;-6.816E-05;5.850E-05;-2.671E-05;4.937E-05;-8.587E-05;9.261E-05;-1.221E-04;7.512E-06;-2.442E-05;1.036E-05;6.244E-05;-5.950E-05;2.131E-05;-1.916E-05;2.897E-05;-8.227E-05;1.272E-04;-7.391E-06;
318;8.813E-05;-8.922E-05;-1.273E-05;-7.645E-05;1.370E-07;-3.659E-05;8.932E-05;7.217E-05;3.088E-05;1.280E-04;-9.584E-05;4.722E-06;-2.122E-05;-4.669E-05;-4.215E-05;2.661E-05;-2.342E-05;6.670E-05;-3.451E-05;-3.203E-05;-8.385E-05;3.039E-05;-7.270E-05;5.317E-05;-2.671E-05;4.949E-05;-8.015E-05;9.319E-05;-1.207E-04;7.210E-06;-2.375E-05;1.261E-05;6.356E-05;-6.217E-05;1.840E-05;-1.886E-05;3.034E-05;-8.190E-05;1.281E-04;-4.393E-06;
319;8.961E-05;-9.122E-05;-1.469E-05;-7.439E-05;1.924E-06;-3.732E-05;9.169E-05;6.920E-05;3.088E-05;1.265E-04;-9.854E-05;5.055E-06;-1.934E-05;-4.657E-05;-4.018E-05;2.761E-05;-1.821E-05;6.939E-05;-3.427E-05;-3.267E-05;-8.088E-05;3.266E-05;-7.449E-05;5.054E-05;-2.380E-05;4.768E-05;-7.449E-05;9.425E-05;-1.177E-04;6.755E-06;-2.354E-05;1.442E-05;6.443E-05;-6.353E-05;1.519E-05;-1.798E-05;3.103E-05;-8.199E-05;1.295E-04;-5.332E-06;
320;9.176E-05;-9.162E-05;-1.530E-05;-7.451E-05;2.954E-06;-3.789E-05;9.399E-05;6.729E-05;3.009E-05;1.259E-04;-9.957E-05;5.994E-06;-1.931E-05;-4.738E-05;-4.046E-05;3.100E-05;-1.400E-05;7.221E-05;-3.515E-05;-3.136E-05;-8.003E-05;3.290E-05;-7.482E-05;5.020E-05;-1.874E-05;4.504E-05;-7.049E-05;9.546E-05;-1.138E-04;6.210E-06;-2.499E-05;1.554E-05;6.452E-05;-6.238E-05;1.310E-05;-1.753E-05;3.146E-05;-8.284E-05;1.308E-04;-9.269E-06;
321;9.276E-05;-9.258E-05;-1.276E-05;-7.570E-05;2.348E-06;-3.789E-05;9.583E-05;6.668E-05;2.936E-05;1.283E-04;-9.890E-05;7.145E-06;-2.152E-05;-4.857E-05;-4.236E-05;3.454E-05;-1.133E-05;7.466E-05;-3.684E-05;-2.903E-05;-7.955E-05;3.393E-05;-7.361E-05;5.051E-05;-1.223E-05;4.344E-05;-6.819E-05;9.597E-05;-1.093E-04;5.604E-06;-2.866E-05;1.703E-05;6.359E-05;-6.032E-05;1.250E-05;-1.789E-05;3.097E-05;-8.203E-05;1.317E-04;-1.554E-05;
322;9.264E-05;-9.428E-05;-1.106E-05;-7.794E-05;1.984E-06;-3.804E-05;9.911E-05;6.611E-05;2.915E-05;1.301E-04;-9.612E-05;7.236E-06;-2.630E-05;-4.969E-05;-4.473E-05;3.748E-05;-9.938E-06;7.678E-05;-3.996E-05;-2.627E-05;-8.052E-05;3.711E-05;-6.907E-05;5.114E-05;-7.569E-06;4.183E-05;-6.828E-05;9.724E-05;-1.044E-04;4.363E-06;-3.423E-05;1.918E-05;6.286E-05;-5.763E-05;1.350E-05;-1.807E-05;2.907E-05;-8.000E-05;1.325E-04;-2.187E-05;
323;9.167E-05;-9.483E-05;-1.139E-05;-8.021E-05;4.195E-06;-3.850E-05;1.030E-04;6.729E-05;2.809E-05;1.309E-04;-9.142E-05;7.418E-06;-3.191E-05;-5.081E-05;-4.675E-05;4.039E-05;-1.012E-05;7.939E-05;-4.444E-05;-2.400E-05;-8.312E-05;4.036E-05;-6.250E-05;5.363E-05;-3.844E-06;3.965E-05;-7.352E-05;9.873E-05;-1.004E-04;4.847E-06;-3.853E-05;2.181E-05;6.237E-05;-5.517E-05;1.562E-05;-1.738E-05;2.713E-05;-7.845E-05;1.326E-04;-2.726E-05;
324;9.116E-05;-9.374E-05;-1.215E-05;-7.866E-05;5.770E-06;-3.777E-05;1.063E-04;6.977E-05;2.685E-05;1.312E-04;-8.552E-05;8.235E-06;-3.542E-05;-5.238E-05;-4.860E-05;4.190E-05;-1.206E-05;8.278E-05;-4.832E-05;-2.270E-05;-8.703E-05;4.360E-05;-5.596E-05;5.653E-05;2.751E-07;3.756E-05;-8.097E-05;9.773E-05;-9.920E-05;5.907E-06;-3.989E-05;2.551E-05;6.325E-05;-5.211E-05;1.750E-05;-1.650E-05;2.564E-05;-7.763E-05;1.325E-04;-2.956E-05;
325;9.167E-05;-9.192E-05;-1.263E-05;-7.012E-05;6.618E-06;-3.856E-05;1.083E-04;7.183E-05;2.582E-05;1.315E-04;-7.946E-05;9.507E-06;-3.706E-05;-5.293E-05;-4.993E-05;4.118E-05;-1.500E-05;8.678E-05;-5.105E-05;-2.188E-05;-9.127E-05;4.641E-05;-5.081E-05;5.808E-05;2.547E-06;3.644E-05;-8.781E-05;9.727E-05;-9.935E-05;5.786E-06;-4.256E-05;2.778E-05;6.462E-05;-4.784E-05;2.046E-05;-1.420E-05;2.507E-05;-7.727E-05;1.325E-04;-2.880E-05;
326;9.346E-05;-8.956E-05;-1.254E-05;-5.083E-05;7.345E-06;-4.138E-05;1.073E-04;7.456E-05;2.437E-05;1.322E-04;-7.407E-05;1.102E-05;-3.612E-05;-5.302E-05;-4.909E-05;3.906E-05;-1.687E-05;9.096E-05;-5.141E-05;-2.107E-05;-9.360E-05;4.859E-05;-4.705E-05;5.877E-05;2.607E-06;3.626E-05;-9.269E-05;9.882E-05;-1.011E-04;6.513E-06;-4.365E-05;2.823E-05;6.356E-05;-4.681E-05;2.328E-05;-1.238E-05;2.719E-05;-7.642E-05;1.327E-04;-2.435E-05;
327;9.549E-05;-8.701E-05;-1.233E-05;-2.506E-05;7.739E-06;-4.434E-05;1.044E-04;7.613E-05;2.624E-05;1.318E-04;-6.974E-05;1.181E-05;-3.200E-05;-5.356E-05;-4.651E-05;3.779E-05;-1.687E-05;9.402E-05;-4.959E-05;-2.019E-05;-9.430E-05;4.938E-05;-4.593E-05;5.956E-05;2.244E-06;3.856E-05;-9.484E-05;1.012E-04;-1.044E-04;8.633E-06;-4.095E-05;2.908E-05;6.325E-05;-4.784E-05;2.461E-05;-1.365E-05;2.764E-05;-7.679E-05;1.330E-04;-1.490E-05;
328;9.670E-05;-8.462E-05;-1.218E-05;-2.192E-06;7.739E-06;-4.640E-05;1.018E-04;7.480E-05;2.885E-05;1.340E-04;-6.810E-05;1.217E-05;-2.588E-05;-5.538E-05;-4.251E-05;3.718E-05;-1.418E-05;9.520E-05;-4.593E-05;-2.031E-05;-9.390E-05;4.914E-05;-4.663E-05;6.077E-05;2.001E-06;4.371E-05;-9.293E-05;1.034E-04;-1.078E-04;1.166E-05;-3.511E-05;2.963E-05;6.452E-05;-4.781E-05;2.619E-05;-1.547E-05;2.628E-05;-7.842E-05;1.320E-04;-4.423E-06;
329;9.764E-05;-8.226E-05;-1.167E-05;1.453E-05;7.769E-06;-4.783E-05;1.002E-04;7.153E-05;3.018E-05;1.376E-04;-6.701E-05;1.205E-05;-1.858E-05;-5.626E-05;-3.791E-05;3.739E-05;-9.060E-06;9.490E-05;-4.120E-05;-2.152E-05;-9.218E-05;4.826E-05;-4.951E-05;6.313E-05;1.426E-06;4.843E-05;-8.793E-05;1.046E-04;-1.094E-04;1.442E-05;-2.814E-05;3.020E-05;6.613E-05;-4.684E-05;2.810E-05;-1.559E-05;2.707E-05;-7.888E-05;1.323E-04;5.147E-06;
330;9.797E-05;-7.944E-05;-1.127E-05;2.437E-05;7.345E-06;-4.852E-05;9.789E-05;6.959E-05;3.145E-05;1.387E-04;-6.610E-05;1.202E-05;-1.189E-05;-5.066E-05;-3.297E-05;3.812E-05;-3.124E-06;9.435E-05;-3.569E-05;-2.394E-05;-8.924E-05;4.720E-05;-5.538E-05;6.416E-05;1.668E-06;5.213E-05;-8.103E-05;1.052E-04;-1.071E-04;1.623E-05;-2.157E-05;3.053E-05;6.692E-05;-4.533E-05;2.891E-05;-1.450E-05;2.922E-05;-7.748E-05;1.338E-04;1.417E-05;
331;9.797E-05;-7.717E-05;-1.127E-05;2.234E-05;6.224E-06;-4.771E-05;9.505E-05;6.920E-05;3.354E-05;1.358E-04;-6.801E-05;1.505E-05;-6.922E-06;-3.633E-05;-2.758E-05;3.927E-05;3.297E-06;9.420E-05;-3.112E-05;-2.503E-05;-8.545E-05;4.662E-05;-6.247E-05;6.413E-05;3.607E-06;5.903E-05;-7.349E-05;1.057E-04;-1.028E-04;1.781E-05;-1.630E-05;3.117E-05;6.661E-05;-4.345E-05;2.846E-05;-1.271E-05;3.116E-05;-7.515E-05;1.357E-04;2.147E-05;
332;9.679E-05;-7.602E-05;-1.118E-05;8.075E-06;6.073E-06;-4.607E-05;9.217E-05;6.747E-05;3.636E-05;1.324E-04;-7.222E-05;1.759E-05;-1.259E-06;-1.198E-05;-2.359E-05;4.109E-05;1.008E-05;9.344E-05;-2.918E-05;-2.391E-05;-8.155E-05;4.647E-05;-6.834E-05;6.435E-05;7.483E-06;6.682E-05;-6.579E-05;1.065E-04;-9.966E-05;1.941E-05;-1.394E-05;3.123E-05;6.686E-05;-4.079E-05;2.688E-05;-1.053E-05;3.267E-05;-7.361E-05;1.370E-04;2.504E-05;
333;9.555E-05;-7.626E-05;-1.100E-05;-1.367E-05;7.284E-06;-4.474E-05;8.963E-05;6.505E-05;3.806E-05;1.305E-04;-7.628E-05;1.859E-05;3.194E-06;2.046E-05;-2.159E-05;4.242E-05;1.723E-05;9.226E-05;-2.918E-05;-2.210E-05;-7.870E-05;4.644E-05;-7.113E-05;6.504E-05;1.300E-05;7.336E-05;-5.977E-05;1.071E-04;-9.772E-05;2.129E-05;-1.427E-05;3.165E-05;6.746E-05;-3.788E-05;2.534E-05;-8.564E-06;3.464E-05;-7.315E-05;1.379E-04;2.441E-05;
