MouseID,FileName,Condition,CurveID,CurveIndex,NumCurvesInFile,NumSamples,Fs,MeanVal,MedianVal,StdVal,RMSVal,MinVal,MinTime,MaxVal,MaxTime,PeakToPeak,Energy,AbsArea,BaselineMean,BaselineStd,EndMean,Drift,Amp4Hz,Phase4Hz,NoiseAround4Hz,SNR4Hz,BandAmp_0_5,BandAmp_5_10,BandAmp_10_30,BandAmp_30_80,BandEnergy_0_5,BandEnergy_5_10,BandEnergy_10_30,BandEnergy_30_80,DominantFreq_0_80,DominantAmp_0_80,SpectralCentroid_0_80,LowHighRatio
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_001,1,120,2048,2047.92135981978,-3.24614257812756e-11,-3.477e-06,2.78385814523936e-05,2.78317840938807e-05,-5.701e-05,0.283214,6.386e-05,0.1157271,0.00012087,7.74637950803493e-10,2.31026019793863e-05,2.94698058252427e-05,4.64443204079189e-06,-3.11033009708738e-05,-6.05731067961165e-05,1.36312300043034e-05,-2.31311911985767,3.83935536675567e-06,3.55039549647985,1.28054734449584e-05,3.85119689817557e-06,1.17123298045876e-06,6.01563899761356e-07,1.38558573917498e-09,9.08453204116662e-11,4.0788070402447e-11,2.35011887222872e-11,2.99988480442351,2.39569074478574e-05,15.7710882031884,22.9653596938777
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_002,2,120,2048,2047.92135981978,-5.46875001068924e-13,3.7785e-06,3.12662045342769e-05,3.12585702515275e-05,-6.876e-05,0.5625216,5.118e-05,0.883823,0.00011994,9.77135734741105e-10,2.61989834730381e-05,-1.46893911650485e-05,1.00925617454163e-05,2.40261349514563e-05,3.87155261165049e-05,1.18958023474076e-05,2.09115937426459,3.7340127203671e-06,3.18579588168374,1.30838776478459e-05,2.44050730881743e-06,1.11649955399236e-06,7.18459489832391e-07,1.83657058114163e-09,3.90628212738723e-11,3.34584270408352e-11,3.50600199198754e-11,0.999961601474503,3.33076146728392e-05,17.521006397177,27.3740489948804
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_003,3,120,2048,2047.92135981978,6.39892578119769e-11,-1.2e-06,2.68841629248712e-05,2.68775986072021e-05,-6.156e-05,0.2534277,5.531e-05,0.8379228,0.00011687,7.22433047253658e-10,2.1140082602493e-05,3.54318446601942e-05,7.7701824173672e-06,-3.66118446601942e-05,-7.20436893203884e-05,2.03959354813565e-05,-2.5241724271027,3.88832608284784e-06,5.24542825000255,1.19783554121454e-05,3.90404205566689e-06,1.88253295291957e-06,7.63090149858561e-07,1.20294733943986e-09,9.13475634353609e-11,9.67280792037404e-11,4.2468359473458e-11,2.99988480442351,2.14459347911128e-05,18.006108942875,9.29831862462547
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_004,4,120,2048,2047.92135981978,-8.30761719081615e-12,5.7945e-06,2.75754734045755e-05,2.75687402892512e-05,-6.916e-05,0.566428,4.989e-05,0.1919019,0.00011905,7.60064626497122e-10,2.32332282281517e-05,-2.36259213592233e-05,1.1012062667274e-05,-1.19142837281553e-05,1.1711637631068e-05,9.66597171507546e-06,2.12257322610244,3.0492985349758e-06,3.16990009456333,1.24523665154741e-05,1.77625227993845e-06,1.03671635722505e-06,6.61022998337526e-07,1.43575421956488e-09,1.92183135462238e-11,2.71057895872621e-11,3.05185828092908e-11,0.999961601474503,2.8250205267152e-05,17.1648480423756,25.2491587528103
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_005,5,120,2048,2047.92135981978,-3.09179687483115e-11,3.3975e-06,3.10916367966876e-05,3.10840451382339e-05,-6.025e-05,0.9414424,7.304e-05,0.576194,0.00013329,9.66254964921667e-10,2.48373916098399e-05,-2.6844854368932e-05,4.66382823988327e-06,-4.60955339805825e-05,-1.92506796116505e-05,9.64056359471012e-06,-2.82730768521858,4.79822431414972e-06,2.00919401909462,1.44838350559259e-05,3.22673781961384e-06,1.19027426251803e-06,6.52026485214632e-07,1.79449539127647e-09,6.65469773602381e-11,3.66992446826984e-11,2.83099498764142e-11,1.99992320294901,2.84176233973654e-05,15.5737074902379,28.6272737991359
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_006,6,120,2048,2047.92135981978,5.9590820315261e-11,2.992e-06,2.07721562663806e-05,2.0767084320043e-05,-5.802e-05,0.6504156,3.823e-05,0.4775574,9.625e-05,4.31288351992556e-10,1.69404402056986e-05,-3.93504854368932e-05,3.86194007392525e-06,1.29785417475728e-06,4.06483396116505e-05,6.01088157552811e-06,2.08734318286072,2.89464981806554e-06,2.07654878927083,8.64963249061252e-06,1.62861753203073e-06,1.35354544611117e-06,6.99027773960092e-07,7.53888925086421e-10,1.51071009499093e-11,4.9506064566761e-11,3.56802794039784e-11,2.99988480442351,2.09917941509235e-05,20.426547586276,9.02719832488393
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_007,7,120,2048,2047.92135981978,1.89892578106388e-11,3.353e-06,3.08794813798126e-05,3.08719415234297e-05,-7.061e-05,0.2124105,6.114e-05,0.7241489,0.00013175,9.53113371574164e-10,2.50693730322329e-05,1.91798058252427e-05,3.41072500503423e-06,6.93790873786408e-06,-1.22418970873786e-05,1.3941976198457e-06,-0.280760617984273,5.22514365447074e-06,0.266824744348138,1.30326987514702e-05,5.14344677867199e-06,1.35737914095729e-06,6.75076740085267e-07,1.62816836704864e-09,1.88509974178424e-10,4.77198860982165e-11,3.40433756643062e-11,2.99988480442351,2.29975368479078e-05,15.8374763547014,22.2187002881683
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_008,8,120,2048,2047.92135981978,-2.99609374997881e-11,1.1855e-05,3.32084851037583e-05,3.32003765735316e-05,-0.0001032,0.4712095,4.519e-05,0.8384111,0.00014839,1.10230733160048e-09,2.51437747905181e-05,7.12812621359223e-07,7.8001044994468e-06,8.7076786407767e-06,7.99486601941747e-06,1.58152891162867e-05,-2.60612940226746,4.18970474158908e-06,3.7747980086659,1.54629622752491e-05,2.81110352312669e-06,1.10919479172064e-06,7.57445058352993e-07,2.08285642031619e-09,4.63169138640037e-11,3.01663380710716e-11,3.78476586085417e-11,0.999961601474503,2.97156740854978e-05,16.4588860378203,31.3048267570858
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_009,9,120,2048,2047.92135981978,1.59233398436348e-10,3.2215e-06,2.05121341955533e-05,2.05071257394504e-05,-4.242e-05,0.2104573,4.907e-05,0.9556031,9.149e-05,4.20558354914342e-10,1.6922215798877e-05,1.53260776699029e-05,7.36748421648684e-06,2.74630194174757e-05,1.21369417475728e-05,2.63300572685888e-06,1.1627898051737,3.25416633588349e-06,0.809118359330692,8.73549434385599e-06,2.65632424288681e-06,1.44764251676726e-06,7.38040751032355e-07,7.02651892768965e-10,3.72157773441358e-11,5.67340107727739e-11,3.90808787987437e-11,2.99988480442351,1.9048822861136e-05,20.2468008377492,7.7218265222853
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_010,10,120,2048,2047.92135981978,1.07207031255627e-11,6.81e-06,2.58338724936528e-05,2.58275646257808e-05,-6.654e-05,0.2910268,5.893e-05,0.8804049,0.00012547,6.67088709721715e-10,2.02140069907972e-05,6.97175922330097e-06,1.029073038942e-05,-1.74595360873786e-05,-2.44312953106796e-05,1.41080697183547e-05,2.73968786856135,4.05641807904719e-06,3.47796243943777,1.22574870840474e-05,2.94122431000794e-06,1.60475196048373e-06,6.22357928166879e-07,1.17709827280686e-09,5.58275905717064e-11,6.20140149765414e-11,2.87427606253068e-11,0.999961601474503,2.08273012859852e-05,16.1635495994253,13.5849124073217
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_011,11,120,2048,2047.92135981978,-7.14179687460943e-11,-5.161e-07,3.39739280610582e-05,3.39656326323535e-05,-8.51e-05,0.678737,5.721e-05,0.2285244,0.00014231,1.15370850082128e-09,2.80827004749152e-05,-2.98312621359223e-05,5.70513402767615e-06,4.28279611650485e-05,7.26592233009709e-05,1.44123744714151e-06,-2.50840092351381,4.70524058522075e-06,0.306304730006889,1.4252243370193e-05,3.82199563509377e-06,1.60965022151632e-06,7.27012718083734e-07,2.09349235949892e-09,9.72471165972393e-11,7.02229941607509e-11,3.40460877623682e-11,2.99988480442351,3.04183922619216e-05,16.4360758895583,21.0103970462322
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_012,12,120,2048,2047.92135981978,5.93447265616262e-11,7.2605e-06,3.06458552418807e-05,3.0638372430145e-05,-5.808e-05,0.2182701,6.137e-05,0.0820344,0.00011945,9.38745911627094e-10,2.66609568459234e-05,3.01560194174757e-05,3.75872249360511e-06,3.98229124271845e-06,-2.61737281747573e-05,1.17115239832973e-05,3.13024839150519,5.16814724862448e-06,2.26609719487214,1.34661870652151e-05,3.14644219755681e-06,1.08398133013796e-06,7.12254075570936e-07,1.74764043312991e-09,5.6542360890473e-11,3.25481961760341e-11,3.32392209070166e-11,1.99992320294901,3.35232396876495e-05,17.0620750762813,27.4243432040403
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_013,13,120,2048,2047.92135981978,-2.05612304663372e-11,3.65e-06,2.18306225904749e-05,2.1825292197879e-05,-6.766e-05,0.2861438,5.046e-05,0.6216059,0.00011812,4.76361671108573e-10,1.80147493621759e-05,2.14775339805825e-05,7.13062574161421e-06,-2.89910679611651e-05,-5.04686019417476e-05,1.1774692509156e-05,-2.83990060122052,4.20832100018433e-06,2.7979549345259,9.58857785638029e-06,3.76249073136156e-06,1.68418741546325e-06,5.93579287980076e-07,7.60362962619488e-10,8.68520138386096e-11,7.33770978400392e-11,2.29889002053454e-11,1.99992320294901,1.78073941393935e-05,17.6182621332941,8.79161780618711
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_014,14,120,2048,2047.92135981978,-4.43212890617492e-11,3.469e-06,2.56999373254698e-05,2.5693662160642e-05,-6.434e-05,0.6450443,5.274e-05,0.9409541,0.00011708,6.60189625533377e-10,2.0784210246113e-05,-2.58272815533981e-05,5.09195158745349e-06,4.02408737864078e-05,6.60681553398058e-05,2.4454362520495e-06,-2.23102630298624,4.00605030547886e-06,0.610435732314559,1.14698506773578e-05,3.67172059743415e-06,1.64996545091538e-06,7.08007792794366e-07,1.1172104633343e-09,8.40714855641076e-11,6.97109713241964e-11,3.36175313813077e-11,0.999961601474503,1.80782917447755e-05,18.1213157672887,11.6258276854147
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_015,15,120,2048,2047.92135981978,-2.92626953163735e-11,9.76e-06,3.24632702348993e-05,3.24553436641107e-05,-9.152e-05,0.0605492,6.094e-05,0.3208131,0.00015246,1.0533897809699e-09,2.70826022708611e-05,4.02866796116505e-06,3.55891788605756e-05,-4.20721359223301e-05,-4.61008038834951e-05,4.82492353347035e-06,-0.999210600175663,6.56522727377685e-06,0.734921021329926,1.2088728620328e-05,6.49114155081115e-06,2.48102560765283e-06,9.58663426094474e-07,1.62405121536374e-09,2.12655445194599e-10,1.72587819037789e-10,6.67818888959871e-11,0.999961601474503,3.30950760259305e-05,17.9916475711033,7.67308851502033
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_016,16,120,2048,2047.92135981978,-9.85839843809039e-12,7.247e-06,3.18820405438778e-05,3.18742558921837e-05,-0.0001019,0.9966203,7.463e-05,0.9175157,0.00017653,1.01600720185885e-09,2.4184525871813e-05,-3.31645631067961e-05,6.88675124419416e-06,-7.97777669902913e-05,-4.66132038834952e-05,1.01800793674022e-05,-2.7899913282286,6.47790944807901e-06,1.57150689565012,1.27428061825271e-05,6.87603694607615e-06,3.69071534887829e-06,7.39728916615982e-07,1.40284385050826e-09,2.67994606464979e-10,3.12837074602098e-10,3.54706740046571e-11,2.99988480442351,2.57972612488342e-05,16.9725608842229,4.79701470468406
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_017,17,120,2048,2047.92135981978,-1.44374023438094e-10,1.121e-05,3.87697915023361e-05,3.87603250657645e-05,-0.000112,0.0625024,7.753e-05,0.317395,0.00018953,1.50242048993522e-09,2.98442739849047e-05,-0.000100528446601942,5.289296212734e-06,-6.5951e-06,9.39333466019418e-05,1.16842531875458e-05,1.58653506532809,5.58530359786857e-06,2.09196384446142,1.69811788349223e-05,5.03062657569995e-06,2.71840868253728e-06,8.48645661081167e-07,2.6115155551635e-09,1.30381001761539e-10,1.79464806718133e-10,6.24674448536818e-11,0.999961601474503,3.99535677166752e-05,16.2716455327555,11.3333134487447
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_018,18,120,2048,2047.92135981978,-6.8400390624397e-11,5.114e-06,2.94908125934775e-05,2.94836118090292e-05,-8.302e-05,0.5644748,5.394e-05,0.0795929,0.00013696,8.69316745786754e-10,2.31138433988332e-05,5.62622912621359e-06,1.51669857176804e-05,2.82380582524272e-05,2.26118291262136e-05,1.18660422922591e-05,2.03582146107192,3.83523811833355e-06,3.09395190740543,1.24883055262348e-05,2.91544927386576e-06,1.77544790100191e-06,5.7952109681513e-07,1.57008856947314e-09,5.16300483979101e-11,8.29419697546765e-11,2.53672261926837e-11,0.999961601474503,3.18853833985366e-05,15.4293700719355,14.9730157167991
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_019,19,120,2048,2047.92135981978,-3.4716796880701e-11,4.132e-05,0.000121988515877183,0.000121958729888249,-0.0003895,0.0844759,0.0001286,0.4174965,0.0005181,1.48745029549359e-08,8.897501909743e-05,-2.3266727184466e-05,9.25692924217961e-05,3.76923300970874e-05,6.09590572815534e-05,4.24325785840558e-05,0.678368856325942,1.70159357804793e-05,2.49369644613849,5.58291246503125e-05,1.5685964591531e-05,3.55046856417327e-06,7.7833293724601e-07,2.80355091145475e-08,1.33044078199238e-09,3.06392550538325e-10,4.9645213017865e-11,0.999961601474503,0.00012364448937623,8.8795609301907,82.4798226149561
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_020,20,120,2048,2047.92135981978,1.75791015624556e-11,2.493e-06,2.39281903649537e-05,2.39223478083196e-05,-6.766e-05,0.4355636,4.927e-05,0.7314734,0.00011693,5.72300700165239e-10,1.85641002159113e-05,-1.00783087378641e-05,5.89595639071367e-06,-1.46032621359223e-05,-4.52495339805825e-06,1.10587079855638e-05,-2.62537787092329,4.02038707732616e-06,2.75065752930135,1.04801699008339e-05,2.4334078862715e-06,1.42052451158696e-06,5.07225670090138e-07,1.02074457411088e-09,4.31528882452212e-11,5.42822988794088e-11,2.0305946505908e-11,1.99992320294901,2.33040984513045e-05,16.1423963870837,14.2635651195765
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_021,21,120,2048,2047.92135981978,-4.12841796866939e-11,8.626e-06,3.23169233198423e-05,3.23090324826568e-05,-8.965e-05,0.1889721,7.519e-05,0.4702329,0.00016484,1.04391366471084e-09,2.6979231592595e-05,1.3802140776699e-05,1.00050487749488e-05,1.63882427184466e-05,2.58610194174758e-06,5.71013127644776e-06,-2.90804188910395,5.60673630096703e-06,1.01844120531168,1.3710672934364e-05,2.91017930650346e-06,2.23635909374913e-06,5.74335778632935e-07,1.88821501947816e-09,4.78281876923868e-11,1.22085441889892e-10,2.32681681525437e-11,1.99992320294901,3.42968753665084e-05,15.4751485140441,13.3195195432564
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_022,22,120,2048,2047.92135981978,-2.64736328142501e-11,5.873e-06,2.81960438288645e-05,2.81891591886013e-05,-6.645e-05,0.415055,4.724e-05,0.6362549,0.00011369,7.9465920950222e-10,2.27721392788754e-05,2.67792233009709e-05,1.05335378196818e-05,-3.57787378640777e-05,-6.25579611650485e-05,7.32963450475331e-06,-2.01797234374536,5.26369954299402e-06,1.39248725056882,1.1968377755994e-05,3.07973123740518e-06,2.43462241512791e-06,6.37369048118844e-07,1.32330548897694e-09,5.50767139409741e-11,1.73991180094871e-10,2.62841935513058e-11,1.99992320294901,2.4120844215145e-05,16.8558533046336,6.8824271782274
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_023,23,120,2048,2047.92135981978,-2.27373046899563e-11,7.302e-06,2.83536012804192e-05,2.83466781692811e-05,-6.299e-05,0.0459002,4.822e-05,0.8388994,0.00011121,8.03565018944669e-10,2.42447417797182e-05,-4.88387378640777e-05,5.58890281414028e-06,1.83459708737864e-05,6.71847087378641e-05,8.42905493176815e-06,1.09909968322519,5.48351988948809e-06,1.53716136738837,1.11089526523325e-05,3.4251855323555e-06,1.69545820020329e-06,5.95983723471081e-07,1.41811889614597e-09,8.3829220368859e-11,6.88093104965201e-11,2.5215974211303e-11,1.99992320294901,3.30980349392277e-05,16.8756630855282,15.9738369766994
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_024,24,120,2048,2047.92135981978,-5.35498046853028e-11,6.066e-06,2.38310370331407e-05,2.38252181985315e-05,-6.707e-05,0.4746276,6.349e-05,0.078128,0.00013056,5.67662819622888e-10,1.7636863484435e-05,1.91953262135922e-05,1.0965643377412e-05,1.51856990291262e-05,-4.00962718446602e-06,5.07010280295316e-06,3.12796236500582,3.51769483863212e-06,1.44131399544727,9.66137510074808e-06,3.01397947935608e-06,1.31514897138831e-06,6.13999514281952e-07,9.89466061004666e-10,4.92819545948724e-11,6.08188335615754e-11,2.89991733873275e-11,0.999961601474503,2.61785702908193e-05,17.1691739898984,11.5650021965432
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_025,25,120,2048,2047.92135981978,-9.22851562574485e-11,5.808e-05,0.000154906785392376,0.000154868961735291,-0.0004962,0.5854717,0.0001968,0.5302938,0.000693,2.3985316309747e-08,0.0001136559125593,8.81438834951456e-05,3.87261482139923e-06,0.000162526213592233,7.43823300970874e-05,4.27963826879793e-05,0.189861418804719,2.61773336477756e-05,1.63486408751385,7.05683565535493e-05,2.19730847841275e-05,5.12997967358059e-06,1.01884830896582e-06,4.45666733231779e-08,2.64691897831741e-09,6.36600900306533e-10,7.4245079110904e-11,1.99992320294901,0.000134950788915628,9.12414155935301,66.4188571372938
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_026,26,120,2048,2047.92135981978,-1.65916992185854e-10,-4.0675e-06,3.54320086483331e-05,3.54233571997712e-05,-7.132e-05,0.805695,8.883e-05,0.0380874,0.00016015,1.25486242016922e-09,2.67182466404935e-05,6.17615533980583e-05,1.55052954115228e-05,-1.19036145631068e-05,-7.36651679611651e-05,1.03465265858906e-05,-2.97925975659712,5.8905015100971e-06,1.75647634887543,1.59306604214954e-05,3.01459332025065e-06,1.88388874169784e-06,6.34195686396604e-07,2.3169575058715e-09,5.31789746479446e-11,9.63515171427856e-11,3.27008124312386e-11,1.99992320294901,3.38370095889487e-05,14.4480866607467,18.3656692625774
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_027,27,120,2048,2047.92135981978,-2.79726562490227e-10,3.166e-05,0.00011378114313083,0.000113753361140006,-0.0002963,0.6230708,0.0001669,0.9238636,0.0004632,1.2940324060012e-08,8.5596874332824e-05,7.8696213592233e-05,5.64549866091576e-06,0.000150408737864078,7.17125242718447e-05,2.70564655836893e-05,-0.22819107029638,1.95431938242474e-05,1.38444441715625,5.12683964796286e-05,1.6764046798625e-05,4.25317005037207e-06,9.13655110052806e-07,2.37497858938536e-08,1.5714441271614e-09,4.57074441160079e-10,6.97177544170133e-11,0.999961601474503,9.82112981967572e-05,9.92036772730069,48.0668080518934
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_028,28,120,2048,2047.92135981978,-1.13286132814612e-10,2.136e-06,3.2522939431254e-05,3.2514998291196e-05,-7.15e-05,0.7016871,9.788e-05,0.0122075,0.00016938,1.05726571132085e-09,2.5142119165421e-05,7.15759223300971e-05,1.59658842436046e-05,-3.12506805825243e-06,-7.47009903883495e-05,1.02406653241509e-05,-1.64508181751481,5.69431175051987e-06,1.7984026467846,1.30804470968311e-05,4.44337121147128e-06,2.66244448988503e-06,7.75443916767372e-07,1.76536193115061e-09,1.06820122194341e-10,1.80181808449083e-10,4.0930035584717e-11,0.999961601474503,3.29880281750558e-05,17.7016075894931,8.46711844608739
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_029,29,120,2048,2047.92135981978,9.42724609343871e-11,3.6565e-05,0.0001376172160118,0.00013758361395639,-0.000441,0.24415,0.00013,0.5503141,0.000571,1.89299777125328e-08,9.17621940554091e-05,2.13988834951456e-05,7.88857898968437e-06,1.81290873786408e-05,-3.26979611650485e-06,5.04011896825297e-05,-3.10683153460841,1.95927116033892e-05,2.57244585140732,6.525836000921e-05,1.62832464057168e-05,4.5340004995275e-06,8.88873675129778e-07,3.58004097431174e-08,1.49670797493353e-09,4.83824393230256e-10,6.34619895231671e-11,0.999961601474503,0.000124827207893791,8.83072456406268,68.1491514520353
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_030,30,120,2048,2047.92135981978,-7.38232421888792e-12,6.619e-06,3.37300745776871e-05,3.37218386907191e-05,-7.25e-05,0.3388802,5.891e-05,0.6631114,0.00013141,1.13720607171922e-09,2.96159476291303e-05,9.41643213592233e-07,6.67393889743328e-06,-2.84976990291262e-05,-2.94393422427184e-05,8.00351716335518e-06,0.355447237189,6.34710919540663e-06,1.26097045389849,1.15795074358731e-05,2.95838035417693e-06,1.49027710732493e-06,6.38614565838955e-07,2.12919121604866e-09,4.49949938233296e-11,6.23094867471947e-11,3.16302755595733e-11,1.99992320294901,4.43523139844592e-05,16.535753640175,23.1444174159075
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_031,31,120,2048,2047.92135981978,-4.14062500022514e-11,6.481e-06,2.93284123069477e-05,2.93212511757979e-05,-7.431e-05,0.4326338,6.162e-05,0.7309851,0.00013593,8.59768784367815e-10,2.36471626646159e-05,5.20990291262136e-06,8.43071541430217e-06,-5.03770873786408e-05,-5.55869902912621e-05,1.4582698287399e-05,-2.49630508761051,5.78996818053156e-06,2.51861458166095,1.17506573207962e-05,3.52033133075347e-06,1.59414802481386e-06,5.7417707883588e-07,1.54374947534318e-09,6.97583184839891e-11,7.02947056425436e-11,2.61659662275955e-11,1.99992320294901,3.39188388220986e-05,15.4567551089881,16.7270665691037
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_032,32,120,2048,2047.92135981978,4.34765624997327e-10,5.402e-05,0.000129702420597446,0.000129670751101769,-0.0004032,0.7348915,0.0001315,0.9971086,0.0005347,1.68151493682387e-08,9.006836357048e-05,2.51048155339806e-05,9.64617861118961e-06,0.000103152038834951,7.80472233009709e-05,5.18335714337007e-05,2.87955651102142,1.7025914604179e-05,3.04439277642695,6.10762276528337e-05,1.53044706906458e-05,3.62608917726616e-06,1.07980137143612e-06,3.1622196391092e-08,1.56392570443514e-09,3.13948314103188e-10,8.07227240822501e-11,0.999961601474503,0.000122234251667561,9.73509818279373,84.085479333316
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_033,33,120,2048,2047.92135981978,5.92792968782125e-11,5.096e-06,2.90687005785097e-05,2.90616028613166e-05,-8.204e-05,0.9302115,4.71e-05,0.0024415,0.00012914,8.44609192616504e-10,2.24226805896692e-05,3.73383495145631e-05,7.23483174555192e-06,-5.95079611650485e-05,-9.68463106796116e-05,8.73003978814367e-06,-1.45934340877059,5.66900441242312e-06,1.53995995640268,1.26526516906347e-05,3.4837188458137e-06,2.55751773941559e-06,8.03556703376908e-07,1.36477979222131e-09,9.28448143146822e-11,1.60739671232666e-10,4.04341821384632e-11,1.99992320294901,2.52567251720491e-05,18.5258664090352,7.24558869488405
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_034,34,120,2048,2047.92135981978,-3.30097656253096e-10,1.653e-05,5.60360501643907e-05,5.60223678186413e-05,-0.0002056,0.0771514,6.989e-05,0.3691548,0.00027549,3.13862621462586e-09,3.90269488409619e-05,-5.93062233009709e-05,3.3420981156885e-05,7.4643427184466e-06,6.67705660194175e-05,2.61427309777041e-05,1.16886367384834,9.89130666664066e-06,2.64300075391313,2.54200398277143e-05,7.38094514197708e-06,1.79524649675379e-06,7.39720255964517e-07,5.80801728211991e-09,3.30609834502157e-10,8.29182725569923e-11,4.08239833209288e-11,1.99992320294901,5.75111868430824e-05,11.9133784256552,49.6080830098247
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_035,35,120,2048,2047.92135981978,-1.00493164065553e-10,3.5285e-05,0.000105468682071666,0.000105442929737775,-0.0003473,0.6606699,0.0001183,0.9282583,0.0004656,1.11186383710044e-08,7.3245424435243e-05,1.48418116504854e-05,1.78480071683488e-05,0.000103510485436893,8.86686737864077e-05,3.240168563085e-05,-1.36538520441308,1.77485069312615e-05,1.82560064099666,4.86794307031249e-05,1.30780524353673e-05,2.11312982461238e-06,9.6980149063181e-07,2.0891806985331e-08,1.08292427259654e-09,1.5005341537899e-10,6.77465991045764e-11,1.99992320294901,0.000107464519441977,9.82205766776699,100.893973340958
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_036,36,120,2048,2047.92135981978,-1.11240234374e-10,1.3335e-05,3.52699710662076e-05,3.52613591822195e-05,-8.938e-05,0.717801,5.285e-05,0.9419307,0.00014223,1.24341119653403e-09,3.0528728889034e-05,4.12101941747573e-05,6.56293633179995e-06,2.81771844660194e-05,-1.30330097087379e-05,1.86261321204893e-05,-2.47590659131656,5.900817453613e-06,3.15653420330497,1.29298089357669e-05,1.60609093732353e-06,1.70762803040059e-06,5.61509711086025e-07,2.36178440435371e-09,1.47117229824943e-11,8.17051277816198e-11,2.07834069688445e-11,1.99992320294901,4.36322142779393e-05,15.6166779039272,23.1878715446623
