MouseID,FileName,Condition,CurveID,CurveIndex,NumCurvesInFile,NumSamples,Fs,MeanVal,MedianVal,StdVal,RMSVal,MinVal,MinTime,MaxVal,MaxTime,PeakToPeak,Energy,AbsArea,BaselineMean,BaselineStd,EndMean,Drift,Amp4Hz,Phase4Hz,NoiseAround4Hz,SNR4Hz,BandAmp_0_5,BandAmp_5_10,BandAmp_10_30,BandAmp_30_80,BandEnergy_0_5,BandEnergy_5_10,BandEnergy_10_30,BandEnergy_30_80,DominantFreq_0_80,DominantAmp_0_80,SpectralCentroid_0_80,LowHighRatio,WaveRMSEToMedian,WaveMAEToMedian,WaveMaxAbsToMedian,WaveCorrToMedian,WaveCorrDistToMedian,WaveDerivRMSToMedian,FeatureScore,WaveformScore,CombinedScore,MaxRZ,NumStrongFeatures,NumModerateFeatures,AmpShapeScore,BaselineScore,FlickerScore,SpectralScore,WaveformGroupScore,NumHighGroups,IsPhase1Candidate,IsFinalExclude,OutlierGroup,SelectionReason,TopFeatureReason,RZ_RMSVal,RZ_PeakToPeak,RZ_StdVal,RZ_BaselineStd,RZ_Drift,RZ_Amp4Hz,RZ_SNR4Hz,RZ_BandEnergy_0_5,RZ_BandEnergy_5_10,RZ_BandEnergy_10_30,RZ_BandEnergy_30_80,RZ_WaveRMSEToMedian,RZ_WaveMAEToMedian,RZ_WaveMaxAbsToMedian,RZ_WaveCorrDistToMedian,RZ_WaveDerivRMSToMedian
mdx5Cv_710,saw4Hzlow_s1_c1_5cv710.csv,low,saw4Hzlow_s1_c1_5cv710_curve_067,67,80,2048,2047.92135981978,4.40903320311838e-10,3.236e-05,0.000119019142253976,0.000118990081299103,-0.0002307,0.7593065,0.0002133,0.1396538,0.000444,1.41591831393218e-08,0.000103358060218009,-0.000153382893203883,6.91441012088427e-05,-0.000103512038834951,4.9870854368932e-05,0.000143765437850833,-3.04589871183317,1.43608891063877e-05,10.0109009117453,4.20749204807755e-05,1.62843543278544e-05,4.58406812768975e-06,1.03076730415015e-06,2.40395659222122e-08,3.0153653843989e-09,1.10266157449548e-09,7.3689347763668e-11,3.99984640589801,0.000143765437850833,12.0048478528882,22.9990266406586,0.000159804322669462,0.000138238675424805,0.000316,-0.506071195617528,1.50607119561753,3.7103726434535e-06,1.29164105042956,3.40297583457781,2.18307302455028,4.52481183680643,2,6,0.393881134847852,3.55640248133831,0.447962966895821,2.00710797934124,4.52481183680643,2,1,1,mixed,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, BaselineStd, WaveRMSEToMedian, WaveMAEToMedian, WaveDerivRMSToMedian, WaveMaxAbsToMedian",0.393881134847852,0.00894981707387543,0.393881134830719,3.55640248133831,0.575589460048374,0.447962966895821,0.386563184375737,0.462497602344243,0.683503606683106,0.048687107546309,2.00710797934124,3.25749711325105,3.11741650038904,2.82054858502497,4.52481183680643,3.02361259007766
mdx5Cv_710,saw4Hzlow_s1_c1_5cv710.csv,low,saw4Hzlow_s1_c1_5cv710_curve_068,68,80,2048,2047.92135981978,-9.72167968776583e-11,2.654e-05,0.000101709980355288,0.000101685145785228,-0.0002561,0.5258991,0.000172,0.0668971,0.0004281,1.03402659243278e-08,8.15799129682901e-05,-0.00015771054368932,7.56592602272377e-05,3.6148640776699e-05,0.000193859184466019,0.000110519929818216,2.77830777800467,1.46434598727801e-05,7.54739185798429,2.94502940976174e-05,1.82409643218624e-05,7.09987867221947e-06,1.42762397780733e-06,1.43469676213854e-08,3.57798762995782e-09,2.51034104856748e-09,1.35959968912851e-10,3.99984640589801,0.000110519929818216,15.6431934194853,6.77358835177854,0.000140334351443376,0.000118108743623047,0.000299985,-0.432151396034474,1.43215139603447,3.66772809184265e-06,1.89841094886312,2.94702725721376,2.27854742259462,4.25228051895912,2,5,0.120415720630321,4.1149764513664,0.536135039473069,3.18805192598952,4.25228051895912,3,1,1,mixed,"multiple_strong_features","WaveCorrDistToMedian, BaselineStd, BandEnergy_10_30, WaveDerivRMSToMedian, BandEnergy_30_80",0.108950206403249,0.120415720630321,0.108950206402371,4.1149764513664,2.10748440152988,0.174126244944811,0.536135039473069,0.307242817271645,1.11869549435895,3.18805192598952,2.5305196954936,2.48880858510688,2.28068716684064,2.4743038694863,4.25228051895912,2.79733389087484
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_006,6,80,2048,2047.92135981978,-3.63344726563093e-10,1.023e-05,6.78182648742867e-05,6.78017056600521e-05,-0.0001902,0.2802842,0.0001127,0.4126135,0.0003029,4.59724781794989e-09,5.2331719387619e-05,-2.74299961165049e-05,2.91192574079083e-05,7.00518446601942e-05,9.7481840776699e-05,6.07770282636786e-05,2.53959958116275,1.22768526268654e-05,4.9505382291208,2.34414392362955e-05,6.64164458736323e-06,4.74788903265044e-06,9.72140327630932e-07,7.56380437276843e-09,4.7078139192987e-10,1.03844763681106e-09,8.16648854190015e-11,1.99992320294901,6.11309645402978e-05,15.119460841871,7.17301522169641,8.96599426607836e-05,7.57297311376953e-05,0.000198802,-0.314399655241193,1.31439965524119,2.54248430357821e-06,0.957917807574373,2.93328020194096,1.82198956333185,4.78263173517534,1,3,0.0747210336907798,1.54254843562666,1.09844336920805,2.02421238323144,4.78263173517534,1,1,1,waveform_shape,"severe_feature, severe_waveform","WaveCorrDistToMedian, WaveRMSEToMedian, WaveMAEToMedian",0.000938358735827083,0.0747210336907798,0.000938358750824305,1.28564180693684,1.54254843562666,0.425410040961219,1.09844336920805,0.020382546272959,0.555230465456979,2.02421238323144,0.511930300081413,2.83462905481321,2.75184633694132,2.11655427919092,4.78263173517534,0.243957463295984
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_007,7,80,2048,2047.92135981978,-1.09367675779812e-10,1.0255e-05,4.732268120072e-05,4.73111264012112e-05,-0.000165,0.2822374,9.575e-05,0.8198557,0.00026075,2.23842863371035e-09,3.67731244434245e-05,-5.56200466019418e-05,4.53228461612143e-05,-2.11396553398058e-05,3.44803912621359e-05,3.97625598277436e-05,2.79790347543272,8.89859262294154e-06,4.46840995105666,1.6251588515631e-05,9.35940246629158e-06,4.97876830077636e-06,1.13155520288585e-06,2.58407771546172e-09,5.79310282324206e-10,1.17508382225857e-09,8.89840274020413e-11,3.99984640589801,3.97625598277436e-05,17.9719325726323,2.50254560541074,7.0367098490552e-05,5.92750756567383e-05,0.0001698235,-0.263204293028601,1.2632042930286,2.62930180105642e-06,1.64028245519934,2.31187298279042,1.87615923004891,4.54825661626474,2,3,1.07582205566087,3.83506217775944,1.24796935181204,2.65234504292769,4.54825661626474,2,1,1,mixed,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, BaselineStd, BandEnergy_10_30",1.07582205564086,0.487688175249645,1.07582205566087,3.83506217775944,0.56250695298873,1.04742690773043,1.24796935181204,0.95421048152188,0.290188625568433,2.65234504292769,1.15536054819015,1.45377494050554,1.46919238014451,1.24874224378301,4.54825661626474,0.453652043377386
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_059,59,80,2048,2047.92135981978,1.08150390626364e-10,-5.8365e-06,4.39996609861854e-05,4.39889175699731e-05,-0.0001256,0.0361342,8.388e-05,0.2182701,0.00020948,1.93509917393285e-09,3.76401941424076e-05,-2.98654233009709e-05,5.26253597685904e-05,5.97441747572816e-05,8.96095980582524e-05,5.00905110904628e-05,0.849967374443987,5.1289421071981e-06,9.76624614615865,1.4542189697454e-05,4.96448643696348e-06,3.6010385018253e-06,1.09045171620587e-06,2.95778179957036e-09,2.10194242892399e-10,5.72899361131878e-10,9.0739436774399e-11,3.99984640589801,5.00905110904628e-05,19.4292987656706,4.77364342243955,4.62016701050152e-05,3.96628038583985e-05,0.000131175,0.412077036081949,0.587922963918051,2.52849295078715e-06,1.80887301866123,0.683695867597441,1.54776931765718,4.98401610594744,1,1,1.25009668525888,4.98401610594744,0.741725152572242,1.30967965972068,1.45678240906668,1,1,1,baseline_drift,"severe_feature","BaselineStd",1.25009668523051,1.1717859247722,1.25009668525888,4.98401610594744,1.42008896072698,0.741725152572242,0.395087483452505,0.884131270899905,1.19161859382769,0.115967947927636,1.30967965972068,0.275826507354767,0.0596003711244495,0.0913450889798642,1.45678240906668,0.356382965087456
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_063,63,80,2048,2047.92135981978,1.86738281251139e-10,1.4805e-05,7.69548318673952e-05,7.69360417728802e-05,-0.0001666,0.0190437,0.0001425,0.8833347,0.0003091,5.91938181921207e-09,6.3371813247468e-05,-0.000120119589126214,4.63921515139836e-05,-7.40227883495146e-05,4.6096800776699e-05,7.46505614213117e-05,-3.05304843137269,1.17908700731656e-05,6.33121737044668,3.13700106648075e-05,1.14673626919214e-05,3.70765331153787e-06,9.23959858202649e-07,9.65224991272434e-09,1.49242766112299e-09,5.9204354687709e-10,6.53515137049736e-11,3.99984640589801,7.46505614213117e-05,13.1514495243339,16.9527799611187,9.82841278703033e-05,8.33065995019531e-05,0.000199555,-0.324316847599462,1.32431684759946,2.65921564584519e-06,1.42261474730481,3.20795854625746,2.14646730239876,4.82803317463731,2,4,0.478225692541097,4.00330323166939,0.670243210328093,1.93976423980856,4.82803317463731,2,1,1,mixed,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, BaselineStd, WaveRMSEToMedian, WaveMAEToMedian",0.478225692494866,0.157447892419858,0.478225692541097,4.00330323166939,0.743210147777131,0.0147609849530706,0.670243210328093,0.371255172153867,1.93976423980856,0.0279598681464677,0.922188184540133,3.45189116111746,3.34246947084959,2.13910418559264,4.82803317463731,0.694020438136051
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_064,64,80,2048,2047.92135981978,3.017578124417e-12,5.2575e-06,8.70531046743466e-05,8.70318488799451e-05,-0.0001951,0.2402436,0.0001639,0.8198557,0.000359,7.57483358190202e-09,7.61310660062259e-05,-6.6015540776699e-05,4.00551076750334e-05,-0.000119579320388349,-5.35637796116505e-05,0.000112184134132833,-2.65014672574133,7.43749224361815e-06,15.0835967897304,2.93311126079634e-05,8.47565701211978e-06,3.2049016266132e-06,1.08490672119441e-06,1.41270137654282e-08,5.21964667336112e-10,3.68580730137312e-10,8.66920112264818e-11,3.99984640589801,0.000112184134132833,14.4918082180874,32.176253830438,0.000109963672264654,9.54533506103516e-05,0.00023038,-0.395285291892766,1.39528529189277,2.84004979033088e-06,1.39649318443802,3.93252117734405,2.48464961573178,5.15293052571127,3,5,1.00782606792056,3.00625320159385,2.04419647789372,1.21038948149706,5.15293052571127,2,1,1,mixed,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, WaveMAEToMedian, WaveRMSEToMedian, WaveMaxAbsToMedian, BaselineStd",1.00782606783808,0.823265674771631,1.00782606792056,3.00625320159385,0.807095499425113,1.09621240787147,2.04419647789372,1.21038948149706,0.430234167826901,1.05524479243099,0.953868004401976,4.28783565887397,4.28931873119687,3.06221290383027,5.15293052571127,2.14708718146193
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_065,65,80,2048,2047.92135981978,3.05371093754243e-10,-2.8635e-06,8.00570064088849e-05,8.00374588554198e-05,-0.0001527,0.7534469,0.0001593,0.3720846,0.000312,6.40624081023411e-09,7.014022238268e-05,-6.04513398058252e-05,3.47594988900773e-05,-6.32508737864078e-05,-2.79953398058254e-06,0.000101780949628713,-2.66924785872414,7.77965111119652e-06,13.0829709675958,2.9105146205686e-05,8.19414067360452e-06,3.3440772609245e-06,9.41468484547367e-07,1.18181187435435e-08,5.04954986363484e-10,3.79731220885339e-10,7.00194242022154e-11,3.99984640589801,0.000101780949628713,13.8023553531738,27.3997775890577,0.000103403851722414,9.00172309716797e-05,0.000220955,-0.394701648311387,1.39470164831139,2.77248514279584e-06,0.96896382546215,3.64277389109955,2.18913236171861,5.15025857403684,3,4,0.640918148278143,2.17305920254721,1.42372770332042,1.00398467134713,5.15025857403684,1,1,1,waveform_shape,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, WaveMAEToMedian, WaveRMSEToMedian, WaveMaxAbsToMedian",0.640918148243098,0.196142713438297,0.640918148278143,2.17305920254721,0.01741419944538,0.788283789576785,1.42372770332042,0.777411766178197,0.471774048355688,1.00398467134713,0.511829317838349,3.81832711441323,3.86556872486991,2.77996473937318,5.15025857403684,1.60418117973902
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_066,66,80,2048,2047.92135981978,-3.28759765585067e-11,1.2285e-05,6.84129017721739e-05,6.83961973642238e-05,-0.0001631,0.7544235,0.0001414,0.5693578,0.0003045,4.67821945061471e-09,5.7818284858565e-05,-6.07642038834952e-05,4.97502693102099e-05,-6.68576699029126e-05,-6.09346601941746e-06,8.29333117698473e-05,-2.7890591493034,8.81289281084817e-06,9.41045279317043,2.00417337590673e-05,9.64716315219264e-06,3.06562840954753e-06,9.03795604176885e-07,7.38272826007912e-09,1.44262631678322e-09,4.31983356934324e-10,5.97565147448432e-11,3.99984640589801,8.29333117698473e-05,15.5773011353306,17.9471934249475,9.16333350189729e-05,7.83935305175781e-05,0.000199305,-0.360899729838536,1.36089972983854,2.76359125663586e-06,1.55438814687342,3.14523601899833,2.18002144052772,4.99551157510786,2,4,0.0960699004595739,4.531658650192,0.284742678698168,1.8181427997959,4.99551157510786,2,1,1,mixed,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, BaselineStd, WaveRMSEToMedian, WaveMAEToMedian",0.0302471647521797,0.0960699004595739,0.0302471647892763,4.531658650192,0.068654132239341,0.230403932529102,0.284742678698168,0.0543390149854433,1.8181427997959,0.763775439189753,1.4140479650208,2.97587142078607,2.95949169412754,2.13161749688025,4.99551157510786,1.53271563746136
mdx5Cv_710,saw4Hzlow_s1_c2_5cv710.csv,low,saw4Hzlow_s1_c2_5cv710_curve_067,67,80,2048,2047.92135981978,3.6615234375017e-10,2.4745e-05,7.5839685567316e-05,7.58211677592151e-05,-0.0001497,0.0102543,0.0001448,0.1450251,0.0002945,5.74907023619109e-09,6.4844349732104e-05,-0.000105471708737864,5.46864363580384e-05,-6.78716504854369e-05,3.76000582524272e-05,8.59574580470629e-05,-3.03014214500543,1.00880227652257e-05,8.52074386087567,2.87222071924975e-05,1.04043809305341e-05,3.67499807431717e-06,8.6271403845015e-07,9.51406834684745e-09,1.3023700301052e-09,5.8261165402882e-10,5.58959251676158e-11,3.99984640589801,8.59574580470629e-05,13.2020419598519,16.9401820242904,0.000101032358175485,8.60129233203125e-05,0.00021134,-0.444300020695707,1.44430002069571,2.70760395692728e-06,1.76799641691411,3.52809902166078,2.45740384050998,5.37732258770814,4,4,0.419742235972324,5.30829924611861,0.31991702193891,1.75343475588748,5.37732258770814,2,1,1,mixed,"severe_feature, multiple_strong_features, severe_waveform","WaveCorrDistToMedian, BaselineStd, WaveRMSEToMedian, WaveMAEToMedian",0.419742235963268,0.0373605168453902,0.419742235972324,5.30829924611861,0.611036043764569,0.31991702193891,0.00881071538938467,0.345342543764327,1.47561848076888,0.0713193919896574,1.75343475588748,3.64859129980569,3.55342964306405,2.49202669149468,5.37732258770814,1.08283774804762
