Samples;2048;Curves ;80;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;Curve_41;Curve_42;Curve_43;Curve_44;Curve_45;Curve_46;Curve_47;Curve_48;Curve_49;Curve_50;Curve_51;Curve_52;Curve_53;Curve_54;Curve_55;Curve_56;Curve_57;Curve_58;Curve_59;Curve_60;Curve_61;Curve_62;Curve_63;Curve_64;Curve_65;Curve_66;Curve_67;Curve_68;Curve_69;Curve_70;Curve_71;Curve_72;Curve_73;Curve_74;Curve_75;Curve_76;Curve_77;Curve_78;Curve_79;Curve_80;
161;6.954E-06;1.153E-04;1.097E-04;-5.508E-05;-1.018E-05;3.676E-06;-5.492E-05;-1.005E-06;6.996E-05;-2.638E-05;-5.098E-06;-7.297E-05;-8.090E-05;-4.428E-05;-4.860E-05;-6.191E-05;-1.134E-04;-6.272E-05;5.007E-05;3.946E-05;-1.021E-04;-9.549E-05;-1.059E-04;-1.504E-04;-1.571E-04;-9.680E-05;-8.051E-05;7.402E-05;2.314E-05;-3.704E-05;1.188E-05;-2.210E-05;1.525E-05;2.565E-05;6.462E-06;2.995E-05;1.388E-05;1.388E-04;1.060E-04;8.442E-05;-4.022E-05;-3.402E-05;-2.704E-05;6.891E-05;9.577E-05;6.069E-05;-1.088E-05;1.319E-04;1.052E-04;1.217E-04;1.291E-05;2.529E-05;1.527E-05;1.178E-04;6.051E-05;-1.900E-06;3.939E-05;8.390E-05;7.419E-05;1.180E-04;3.508E-05;1.202E-04;2.119E-05;8.589E-05;3.336E-05;2.783E-05;4.413E-05;1.277E-05;8.656E-06;8.429E-05;3.369E-05;4.520E-05;1.619E-05;-3.290E-05;1.656E-04;6.363E-05;1.057E-04;6.817E-05;3.139E-05;3.324E-05;
162;9.074E-06;1.139E-04;1.111E-04;-5.638E-05;-1.309E-05;7.371E-06;-5.398E-05;-1.398E-06;6.784E-05;-2.656E-05;-5.765E-06;-6.827E-05;-8.099E-05;-4.186E-05;-4.896E-05;-5.649E-05;-1.123E-04;-5.984E-05;5.141E-05;3.876E-05;-9.946E-05;-9.552E-05;-9.966E-05;-1.528E-04;-1.551E-04;-9.777E-05;-8.114E-05;7.341E-05;2.266E-05;-3.871E-05;9.522E-06;-2.265E-05;1.715E-05;2.607E-05;7.310E-06;2.980E-05;1.267E-05;1.401E-04;1.029E-04;8.472E-05;-4.324E-05;-3.368E-05;-2.831E-05;7.057E-05;9.501E-05;6.118E-05;-1.152E-05;1.340E-04;1.049E-04;1.234E-04;1.085E-05;2.572E-05;1.254E-05;1.154E-04;6.102E-05;1.371E-06;4.085E-05;8.366E-05;7.516E-05;1.209E-04;3.611E-05;1.197E-04;1.958E-05;8.598E-05;3.148E-05;2.720E-05;4.389E-05;1.162E-05;9.443E-06;8.332E-05;3.454E-05;4.511E-05;1.722E-05;-3.103E-05;1.558E-04;6.496E-05;1.055E-04;6.511E-05;3.329E-05;3.533E-05;
163;1.156E-05;1.128E-04;1.112E-04;-5.781E-05;-1.500E-05;1.116E-05;-5.361E-05;-9.441E-07;6.535E-05;-2.565E-05;-6.098E-06;-6.333E-05;-8.232E-05;-4.137E-05;-5.138E-05;-4.946E-05;-1.096E-04;-5.648E-05;5.465E-05;3.797E-05;-9.755E-05;-9.361E-05;-8.846E-05;-1.564E-04;-1.528E-04;-9.865E-05;-8.187E-05;7.220E-05;2.184E-05;-3.995E-05;7.433E-06;-2.486E-05;1.906E-05;2.589E-05;7.825E-06;2.913E-05;1.173E-05;1.411E-04;9.854E-05;8.393E-05;-4.706E-05;-3.662E-05;-3.098E-05;7.305E-05;9.453E-05;6.172E-05;-1.106E-05;1.372E-04;1.040E-04;1.239E-04;9.855E-06;2.666E-05;9.662E-06;1.139E-04;6.084E-05;4.187E-06;4.451E-05;8.339E-05;7.559E-05;1.214E-04;3.626E-05;1.231E-04;1.873E-05;8.538E-05;2.967E-05;2.744E-05;4.262E-05;1.129E-05;1.053E-05;8.247E-05;3.587E-05;4.420E-05;1.625E-05;-2.957E-05;1.353E-04;6.614E-05;1.053E-04;6.387E-05;3.566E-05;3.718E-05;
164;1.344E-05;1.121E-04;1.092E-04;-6.050E-05;-1.609E-05;1.591E-05;-5.392E-05;7.822E-07;6.414E-05;-2.456E-05;-5.644E-06;-5.797E-05;-8.550E-05;-4.340E-05;-5.596E-05;-4.240E-05;-1.055E-04;-5.397E-05;5.886E-05;3.925E-05;-9.598E-05;-9.240E-05;-7.822E-05;-1.579E-04;-1.512E-04;-9.953E-05;-8.284E-05;6.975E-05;2.229E-05;-4.147E-05;5.979E-06;-2.886E-05;1.988E-05;2.507E-05;7.856E-06;2.852E-05;1.152E-05;1.416E-04;9.563E-05;8.236E-05;-4.888E-05;-3.892E-05;-3.404E-05;7.245E-05;9.347E-05;6.293E-05;-1.073E-05;1.414E-04;1.035E-04;1.224E-04;9.249E-06;2.775E-05;8.269E-06;1.139E-04;6.057E-05;4.399E-06;5.105E-05;8.175E-05;7.637E-05;1.201E-04;3.396E-05;1.258E-04;2.116E-05;8.544E-05;2.824E-05;2.771E-05;4.062E-05;1.086E-05;1.135E-05;8.153E-05;3.726E-05;4.332E-05;1.462E-05;-2.857E-05;1.106E-04;6.639E-05;1.059E-04;6.520E-05;3.717E-05;3.776E-05;
165;1.443E-05;1.121E-04;1.062E-04;-6.408E-05;-1.624E-05;2.097E-05;-5.443E-05;3.175E-06;6.308E-05;-2.402E-05;-4.644E-06;-5.240E-05;-9.047E-05;-4.692E-05;-6.107E-05;-3.610E-05;-1.008E-04;-5.333E-05;6.352E-05;4.161E-05;-9.343E-05;-9.234E-05;-7.259E-05;-1.560E-04;-1.495E-04;-1.018E-04;-8.417E-05;6.596E-05;2.653E-05;-4.186E-05;4.556E-06;-3.286E-05;1.885E-05;2.353E-05;7.310E-06;2.804E-05;1.249E-05;1.425E-04;9.427E-05;8.075E-05;-4.891E-05;-3.980E-05;-3.570E-05;6.927E-05;8.932E-05;6.345E-05;-1.139E-05;1.457E-04;1.034E-04;1.206E-04;8.795E-06;2.859E-05;6.694E-06;1.148E-04;6.109E-05;3.521E-06;5.841E-05;8.045E-05;7.731E-05;1.185E-04;3.181E-05;1.250E-04;2.258E-05;8.732E-05;2.933E-05;2.790E-05;3.786E-05;9.924E-06;1.196E-05;8.068E-05;3.941E-05;4.217E-05;1.377E-05;-2.688E-05;8.727E-05;6.651E-05;1.066E-04;6.756E-05;3.784E-05;3.854E-05;
166;1.543E-05;1.132E-04;1.037E-04;-6.656E-05;-1.430E-05;2.594E-05;-5.528E-05;5.022E-06;6.187E-05;-2.296E-05;-3.190E-06;-4.674E-05;-9.516E-05;-5.128E-05;-6.441E-05;-3.144E-05;-9.618E-05;-5.406E-05;6.912E-05;4.394E-05;-8.971E-05;-9.164E-05;-6.974E-05;-1.532E-04;-1.462E-04;-1.042E-04;-8.556E-05;6.188E-05;3.014E-05;-4.207E-05;4.495E-06;-3.676E-05;1.785E-05;2.214E-05;6.190E-06;2.680E-05;1.255E-05;1.424E-04;9.408E-05;7.948E-05;-4.860E-05;-3.965E-05;-3.573E-05;6.721E-05;8.477E-05;6.130E-05;-1.482E-05;1.496E-04;1.043E-04;1.183E-04;8.734E-06;2.905E-05;4.605E-06;1.164E-04;6.196E-05;2.279E-06;6.535E-05;7.942E-05;7.849E-05;1.179E-04;3.057E-05;1.224E-04;2.264E-05;8.874E-05;3.242E-05;3.098E-05;3.501E-05;8.077E-06;1.277E-05;7.996E-05;4.211E-05;4.117E-05;1.244E-05;-2.458E-05;7.528E-05;6.711E-05;1.069E-04;6.808E-05;3.905E-05;4.003E-05;
167;1.704E-05;1.148E-04;1.022E-04;-6.759E-05;-1.185E-05;3.009E-05;-5.670E-05;7.808E-06;6.133E-05;-2.084E-05;-1.373E-06;-4.183E-05;-9.780E-05;-5.576E-05;-6.504E-05;-3.014E-05;-9.142E-05;-5.524E-05;7.470E-05;4.697E-05;-8.504E-05;-8.943E-05;-6.696E-05;-1.503E-04;-1.455E-04;-1.038E-04;-8.675E-05;5.797E-05;3.186E-05;-4.292E-05;4.949E-06;-3.982E-05;1.758E-05;2.171E-05;4.676E-06;2.486E-05;1.079E-05;1.412E-04;9.402E-05;7.830E-05;-4.688E-05;-3.841E-05;-3.546E-05;6.624E-05;8.075E-05;5.957E-05;-2.063E-05;1.509E-04;1.060E-04;1.154E-04;8.431E-06;2.932E-05;2.575E-06;1.178E-04;6.363E-05;1.098E-06;7.307E-05;7.878E-05;7.971E-05;1.174E-04;2.911E-05;1.206E-04;2.267E-05;8.944E-05;3.515E-05;3.556E-05;3.538E-05;7.714E-06;1.256E-05;7.865E-05;4.526E-05;3.905E-05;1.111E-05;-2.294E-05;7.761E-05;6.881E-05;1.079E-04;6.681E-05;4.102E-05;4.196E-05;
168;1.783E-05;1.175E-04;1.021E-04;-6.807E-05;-8.879E-06;3.275E-05;-5.843E-05;1.138E-05;6.145E-05;-1.899E-05;1.534E-06;-3.789E-05;-9.716E-05;-6.070E-05;-6.213E-05;-3.150E-05;-8.694E-05;-5.563E-05;7.830E-05;5.033E-05;-8.041E-05;-8.746E-05;-6.332E-05;-1.461E-04;-1.487E-04;-1.035E-04;-8.605E-05;5.527E-05;3.238E-05;-4.452E-05;5.434E-06;-4.255E-05;1.840E-05;2.186E-05;3.585E-06;2.331E-05;7.640E-06;1.408E-04;9.290E-05;7.751E-05;-4.473E-05;-3.741E-05;-3.552E-05;6.539E-05;7.826E-05;5.912E-05;-2.481E-05;1.490E-04;1.058E-04;1.134E-04;7.644E-06;2.993E-05;7.886E-07;1.177E-04;6.569E-05;2.197E-07;8.352E-05;7.933E-05;8.004E-05;1.170E-04;2.760E-05;1.182E-04;2.261E-05;8.931E-05;3.669E-05;3.807E-05;3.822E-05;1.092E-05;1.193E-05;7.626E-05;4.835E-05;3.663E-05;9.925E-06;-2.076E-05;8.718E-05;7.090E-05;1.098E-04;6.499E-05;4.247E-05;4.405E-05;
169;1.837E-05;1.206E-04;1.027E-04;-6.841E-05;-5.578E-06;3.408E-05;-5.961E-05;1.471E-05;6.126E-05;-1.693E-05;4.896E-06;-3.532E-05;-9.353E-05;-6.475E-05;-5.647E-05;-3.544E-05;-8.346E-05;-5.539E-05;8.066E-05;5.336E-05;-7.669E-05;-8.707E-05;-6.150E-05;-1.415E-04;-1.538E-04;-1.045E-04;-8.641E-05;5.573E-05;3.286E-05;-4.695E-05;6.282E-06;-4.573E-05;1.879E-05;2.189E-05;2.041E-06;2.256E-05;5.399E-06;1.409E-04;9.133E-05;7.682E-05;-4.285E-05;-3.686E-05;-3.449E-05;6.479E-05;7.617E-05;5.888E-05;-2.490E-05;1.467E-04;1.027E-04;1.099E-04;7.916E-06;3.123E-05;-2.915E-08;1.165E-04;6.696E-05;1.288E-07;9.530E-05;8.051E-05;7.980E-05;1.167E-04;2.666E-05;1.136E-04;2.337E-05;8.937E-05;3.793E-05;3.898E-05;3.980E-05;1.307E-05;1.483E-05;7.626E-05;4.944E-05;3.451E-05;9.804E-06;-1.816E-05;9.560E-05;7.287E-05;1.115E-04;6.378E-05;4.347E-05;4.563E-05;
170;1.883E-05;1.231E-04;1.026E-04;-6.810E-05;-1.641E-06;3.445E-05;-6.022E-05;1.647E-05;6.033E-05;-1.478E-05;7.016E-06;-3.587E-05;-8.817E-05;-6.694E-05;-4.875E-05;-4.183E-05;-8.218E-05;-5.484E-05;8.227E-05;5.578E-05;-7.323E-05;-8.874E-05;-6.199E-05;-1.378E-04;-1.596E-04;-1.058E-04;-8.771E-05;5.655E-05;3.592E-05;-4.879E-05;6.191E-06;-4.972E-05;1.879E-05;2.065E-05;8.595E-07;2.165E-05;3.703E-06;1.409E-04;8.906E-05;7.564E-05;-4.121E-05;-3.571E-05;-3.282E-05;6.494E-05;7.511E-05;5.921E-05;-2.109E-05;1.443E-04;9.996E-05;1.045E-04;7.341E-06;3.268E-05;7.583E-07;1.139E-04;6.717E-05;2.197E-07;1.055E-04;8.205E-05;7.989E-05;1.176E-04;2.615E-05;1.087E-04;2.485E-05;9.022E-05;3.939E-05;3.892E-05;3.928E-05;1.141E-05;1.853E-05;8.014E-05;5.086E-05;3.263E-05;9.804E-06;-1.576E-05;9.935E-05;7.347E-05;1.134E-04;6.372E-05;4.459E-05;4.605E-05;
171;1.819E-05;1.248E-04;1.023E-04;-6.719E-05;2.024E-06;3.457E-05;-5.979E-05;1.729E-05;6.005E-05;-1.212E-05;9.045E-06;-3.874E-05;-8.175E-05;-6.739E-05;-4.033E-05;-4.843E-05;-8.361E-05;-5.330E-05;8.239E-05;5.748E-05;-7.060E-05;-9.080E-05;-6.474E-05;-1.348E-04;-1.647E-04;-1.062E-04;-8.917E-05;5.633E-05;3.744E-05;-4.631E-05;5.131E-06;-5.445E-05;1.873E-05;1.796E-05;2.538E-07;2.116E-05;1.886E-06;1.406E-04;8.694E-05;7.397E-05;-4.009E-05;-3.426E-05;-3.098E-05;6.542E-05;7.566E-05;6.015E-05;-1.554E-05;1.429E-04;9.829E-05;1.012E-04;5.312E-06;3.208E-05;3.333E-06;1.113E-04;6.720E-05;1.288E-07;1.164E-04;8.411E-05;7.995E-05;1.195E-04;2.527E-05;1.051E-04;2.640E-05;9.204E-05;3.966E-05;3.825E-05;3.841E-05;8.592E-06;2.110E-05;8.365E-05;5.513E-05;3.406E-05;8.925E-06;-1.449E-05;9.990E-05;7.293E-05;1.154E-04;6.423E-05;4.595E-05;4.530E-05;
172;1.698E-05;1.265E-04;1.026E-04;-6.571E-05;4.719E-06;3.517E-05;-5.797E-05;1.789E-05;6.093E-05;-9.542E-06;1.083E-05;-4.286E-05;-7.472E-05;-6.506E-05;-3.288E-05;-5.406E-05;-8.661E-05;-5.042E-05;8.130E-05;5.851E-05;-6.914E-05;-9.249E-05;-6.777E-05;-1.336E-04;-1.678E-04;-1.064E-04;-9.011E-05;5.542E-05;3.650E-05;-4.340E-05;6.373E-06;-5.733E-05;1.828E-05;1.490E-05;-5.336E-07;2.147E-05;9.166E-07;1.405E-04;8.576E-05;7.339E-05;-3.882E-05;-3.326E-05;-2.904E-05;6.642E-05;7.675E-05;6.106E-05;-9.850E-06;1.424E-04;9.711E-05;9.988E-05;4.131E-06;2.887E-05;5.331E-06;1.098E-04;6.714E-05;2.197E-07;1.207E-04;8.614E-05;7.983E-05;1.206E-04;2.472E-05;1.031E-04;2.746E-05;9.374E-05;3.915E-05;3.777E-05;3.892E-05;6.926E-06;2.374E-05;8.468E-05;5.819E-05;3.748E-05;1.020E-05;-1.446E-05;9.887E-05;7.160E-05;1.171E-04;6.532E-05;4.686E-05;4.448E-05;
173;1.637E-05;1.292E-04;1.037E-04;-6.305E-05;6.264E-06;3.635E-05;-5.528E-05;1.886E-05;6.284E-05;-6.695E-06;1.271E-05;-4.728E-05;-6.869E-05;-6.009E-05;-2.697E-05;-5.755E-05;-8.994E-05;-4.767E-05;8.006E-05;5.869E-05;-6.975E-05;-9.349E-05;-6.947E-05;-1.348E-04;-1.702E-04;-1.066E-04;-9.011E-05;5.573E-05;3.538E-05;-4.489E-05;7.614E-06;-5.554E-05;1.849E-05;1.196E-05;-1.442E-06;2.186E-05;8.258E-07;1.404E-04;8.536E-05;7.418E-05;-3.791E-05;-3.265E-05;-2.810E-05;6.745E-05;7.772E-05;6.221E-05;-2.763E-06;1.426E-04;9.563E-05;9.864E-05;4.585E-06;2.772E-05;3.393E-06;1.089E-04;6.726E-05;5.225E-07;1.098E-04;8.735E-05;8.080E-05;1.206E-04;2.421E-05;1.019E-04;2.924E-05;9.601E-05;3.766E-05;3.734E-05;3.928E-05;7.078E-06;2.652E-05;8.432E-05;5.889E-05;3.911E-05;1.368E-05;-1.276E-05;9.784E-05;6.978E-05;1.186E-04;6.587E-05;4.835E-05;4.324E-05;
174;1.513E-05;1.317E-04;1.066E-04;-5.911E-05;7.657E-06;3.908E-05;-5.158E-05;2.044E-05;6.620E-05;-3.515E-06;1.483E-05;-4.910E-05;-6.330E-05;-5.328E-05;-2.400E-05;-5.776E-05;-9.297E-05;-4.485E-05;7.930E-05;5.869E-05;-7.163E-05;-9.476E-05;-6.992E-05;-1.380E-04;-1.717E-04;-1.069E-04;-8.983E-05;5.676E-05;3.441E-05;-4.855E-05;7.524E-06;-5.357E-05;2.121E-05;1.163E-05;-2.048E-06;2.262E-05;7.046E-07;1.408E-04;8.539E-05;7.521E-05;-3.825E-05;-3.178E-05;-2.789E-05;6.881E-05;7.884E-05;6.427E-05;7.322E-06;1.433E-04;9.402E-05;9.773E-05;5.130E-06;2.814E-05;1.758E-06;1.066E-04;6.808E-05;1.492E-06;8.976E-05;8.854E-05;8.143E-05;1.204E-04;2.439E-05;1.007E-04;3.058E-05;9.804E-05;3.600E-05;3.689E-05;3.883E-05;7.320E-06;2.949E-05;8.441E-05;5.904E-05;3.927E-05;1.683E-05;-9.979E-06;1.006E-04;6.742E-05;1.194E-04;6.665E-05;4.895E-05;4.196E-05;
175;1.353E-05;1.332E-04;1.110E-04;-5.381E-05;9.383E-06;4.156E-05;-4.789E-05;2.171E-05;6.875E-05;-3.152E-06;1.477E-05;-4.895E-05;-5.891E-05;-4.583E-05;-2.379E-05;-5.358E-05;-9.548E-05;-4.231E-05;7.978E-05;5.869E-05;-7.357E-05;-9.567E-05;-7.026E-05;-1.420E-04;-1.713E-04;-1.074E-04;-8.884E-05;5.712E-05;3.332E-05;-4.998E-05;6.130E-06;-5.357E-05;2.291E-05;1.420E-05;-8.971E-07;2.283E-05;-5.251E-08;1.413E-04;8.460E-05;7.621E-05;-3.909E-05;-3.135E-05;-2.789E-05;6.939E-05;8.017E-05;6.657E-05;2.013E-05;1.447E-04;9.254E-05;9.755E-05;5.584E-06;2.772E-05;2.999E-06;1.069E-04;6.751E-05;2.764E-06;6.623E-05;8.993E-05;8.140E-05;1.197E-04;2.548E-05;9.926E-05;3.121E-05;9.952E-05;3.491E-05;3.571E-05;3.810E-05;6.775E-06;3.164E-05;8.659E-05;6.007E-05;3.999E-05;1.943E-05;-8.313E-06;1.046E-04;6.802E-05;1.191E-04;6.668E-05;4.971E-05;4.048E-05;
176;1.235E-05;1.342E-04;1.150E-04;-4.920E-05;8.626E-06;4.153E-05;-4.698E-05;2.150E-05;6.856E-05;-5.756E-06;1.198E-05;-4.986E-05;-5.843E-05;-4.080E-05;-2.634E-05;-4.607E-05;-9.575E-05;-4.007E-05;8.136E-05;5.887E-05;-7.435E-05;-9.619E-05;-7.014E-05;-1.460E-04;-1.701E-04;-1.077E-04;-8.829E-05;5.597E-05;3.238E-05;-4.837E-05;5.434E-06;-5.439E-05;2.412E-05;1.490E-05;3.101E-06;2.413E-05;-1.658E-06;1.411E-04;8.339E-05;7.715E-05;-3.903E-05;-3.302E-05;-2.671E-05;7.084E-05;8.202E-05;6.863E-05;3.267E-05;1.468E-04;9.160E-05;9.758E-05;5.312E-06;2.793E-05;4.544E-06;1.106E-04;6.805E-05;1.522E-06;4.309E-05;9.178E-05;8.052E-05;1.190E-04;2.651E-05;9.784E-05;3.127E-05;1.008E-04;3.512E-05;3.444E-05;3.677E-05;5.836E-06;3.270E-05;9.165E-05;6.231E-05;4.084E-05;2.155E-05;-7.223E-06;1.070E-04;6.966E-05;1.196E-04;6.514E-05;5.056E-05;3.969E-05;
177;1.101E-05;1.333E-04;1.154E-04;-4.766E-05;5.749E-06;4.193E-05;-4.562E-05;2.301E-05;6.884E-05;-7.240E-06;1.110E-05;-4.974E-05;-6.039E-05;-4.146E-05;-3.327E-05;-3.928E-05;-9.384E-05;-3.767E-05;8.354E-05;5.939E-05;-7.357E-05;-9.591E-05;-6.886E-05;-1.494E-04;-1.697E-04;-1.089E-04;-8.793E-05;5.467E-05;3.005E-05;-4.634E-05;5.646E-06;-5.499E-05;2.557E-05;1.332E-05;5.463E-06;2.795E-05;-7.491E-07;1.391E-04;8.218E-05;7.748E-05;-3.761E-05;-3.432E-05;-2.613E-05;7.354E-05;8.423E-05;6.984E-05;4.545E-05;1.483E-04;9.103E-05;9.736E-05;5.857E-06;2.896E-05;5.846E-06;1.160E-04;6.969E-05;-9.615E-07;2.892E-05;9.444E-05;7.952E-05;1.189E-04;2.681E-05;9.675E-05;3.097E-05;1.016E-04;3.530E-05;3.362E-05;3.520E-05;4.806E-06;3.198E-05;9.925E-05;6.491E-05;4.054E-05;2.252E-05;-4.497E-06;1.084E-04;6.969E-05;1.203E-04;6.568E-05;5.074E-05;3.945E-05;
178;9.559E-06;1.319E-04;1.149E-04;-4.681E-05;4.537E-06;4.523E-05;-4.238E-05;2.540E-05;7.044E-05;-6.937E-06;1.271E-05;-4.689E-05;-6.170E-05;-4.528E-05;-4.136E-05;-3.520E-05;-9.312E-05;-3.589E-05;8.720E-05;6.026E-05;-7.154E-05;-9.467E-05;-6.744E-05;-1.522E-04;-1.703E-04;-1.104E-04;-8.844E-05;5.376E-05;2.617E-05;-4.534E-05;4.404E-06;-5.427E-05;2.751E-05;1.120E-05;5.705E-06;3.013E-05;2.007E-06;1.394E-04;8.227E-05;7.742E-05;-3.643E-05;-3.459E-05;-2.822E-05;7.672E-05;8.626E-05;6.993E-05;5.599E-05;1.501E-04;9.106E-05;9.667E-05;8.068E-06;3.029E-05;7.149E-06;1.198E-04;7.162E-05;-9.918E-07;2.722E-05;9.574E-05;7.998E-05;1.192E-04;2.666E-05;9.663E-05;3.006E-05;1.019E-04;3.406E-05;3.329E-05;3.507E-05;3.231E-06;3.122E-05;1.075E-04;6.673E-05;3.975E-05;2.304E-05;-2.569E-07;1.105E-04;6.917E-05;1.198E-04;6.935E-05;5.189E-05;3.854E-05;
179;9.862E-06;1.328E-04;1.163E-04;-4.499E-05;6.385E-06;4.962E-05;-3.911E-05;2.801E-05;7.262E-05;-5.514E-06;1.595E-05;-4.265E-05;-6.294E-05;-4.873E-05;-4.611E-05;-3.226E-05;-9.133E-05;-3.798E-05;9.005E-05;6.181E-05;-6.790E-05;-9.249E-05;-6.638E-05;-1.542E-04;-1.714E-04;-1.118E-04;-9.005E-05;5.209E-05;2.251E-05;-4.474E-05;3.193E-06;-5.330E-05;2.969E-05;9.264E-06;5.372E-06;3.022E-05;2.643E-06;1.413E-04;8.521E-05;7.742E-05;-3.558E-05;-3.453E-05;-3.128E-05;8.099E-05;8.741E-05;6.975E-05;5.145E-05;1.514E-04;9.178E-05;9.570E-05;1.094E-05;3.068E-05;7.694E-06;1.219E-04;7.293E-05;1.591E-07;3.588E-05;9.405E-05;8.104E-05;1.196E-04;2.609E-05;9.790E-05;2.900E-05;1.010E-04;3.266E-05;3.332E-05;3.632E-05;2.504E-06;3.125E-05;1.153E-04;6.800E-05;3.863E-05;2.358E-05;4.044E-06;1.131E-04;6.978E-05;1.190E-04;7.271E-05;5.525E-05;3.827E-05;
180;1.198E-05;1.345E-04;1.180E-04;-4.284E-05;1.020E-05;5.289E-05;-3.723E-05;3.134E-05;7.426E-05;-4.908E-06;1.952E-05;-3.838E-05;-6.388E-05;-5.176E-05;-4.645E-05;-2.968E-05;-8.603E-05;-4.025E-05;8.960E-05;6.157E-05;-6.333E-05;-8.901E-05;-6.602E-05;-1.541E-04;-1.718E-04;-1.126E-04;-9.086E-05;5.076E-05;2.020E-05;-4.452E-05;2.950E-06;-5.333E-05;3.139E-05;7.871E-06;5.312E-06;3.025E-05;1.462E-06;1.419E-04;8.782E-05;8.000E-05;-3.697E-05;-3.477E-05;-3.310E-05;8.596E-05;8.859E-05;6.957E-05;3.058E-05;1.532E-04;9.257E-05;9.503E-05;1.346E-05;3.081E-05;7.815E-06;1.236E-04;7.426E-05;6.740E-07;4.469E-05;9.332E-05;7.943E-05;1.203E-04;2.521E-05;1.004E-04;2.961E-05;1.001E-04;3.103E-05;3.347E-05;3.813E-05;2.353E-06;3.195E-05;1.247E-04;6.885E-05;3.790E-05;2.386E-05;8.253E-06;1.154E-04;7.117E-05;1.192E-04;7.532E-05;5.740E-05;4.100E-05;
181;1.483E-05;1.376E-04;1.188E-04;-4.166E-05;1.384E-05;5.471E-05;-3.650E-05;3.491E-05;7.532E-05;-4.605E-06;2.264E-05;-3.441E-05;-6.454E-05;-5.428E-05;-4.254E-05;-2.902E-05;-7.970E-05;-4.022E-05;9.005E-05;5.945E-05;-6.133E-05;-8.356E-05;-6.632E-05;-1.521E-04;-1.718E-04;-1.133E-04;-9.050E-05;5.112E-05;1.942E-05;-4.371E-05;2.860E-06;-5.508E-05;3.212E-05;7.386E-06;5.130E-06;3.149E-05;6.743E-07;1.406E-04;8.709E-05;8.245E-05;-4.018E-05;-3.583E-05;-3.349E-05;8.923E-05;8.871E-05;7.032E-05;4.354E-06;1.542E-04;9.287E-05;9.458E-05;1.458E-05;3.068E-05;7.694E-06;1.260E-04;7.680E-05;5.225E-07;4.978E-05;9.565E-05;7.665E-05;1.187E-04;2.378E-05;1.040E-04;3.064E-05;9.970E-05;2.900E-05;3.344E-05;3.886E-05;2.868E-06;3.207E-05;1.371E-04;6.961E-05;3.842E-05;2.231E-05;1.137E-05;1.160E-04;7.335E-05;1.199E-04;7.741E-05;5.864E-05;4.278E-05;
182;1.752E-05;1.407E-04;1.186E-04;-4.145E-05;1.786E-05;5.474E-05;-3.571E-05;3.788E-05;7.632E-05;-4.484E-06;2.507E-05;-3.075E-05;-6.463E-05;-5.524E-05;-3.560E-05;-3.211E-05;-7.495E-05;-3.925E-05;9.226E-05;5.878E-05;-6.369E-05;-7.826E-05;-6.550E-05;-1.484E-04;-1.720E-04;-1.139E-04;-8.999E-05;5.224E-05;1.914E-05;-4.153E-05;4.132E-06;-5.784E-05;3.096E-05;6.780E-06;4.978E-06;3.304E-05;1.068E-06;1.391E-04;8.448E-05;8.242E-05;-4.085E-05;-3.759E-05;-3.413E-05;9.074E-05;8.753E-05;7.129E-05;-2.248E-05;1.545E-04;9.269E-05;9.440E-05;1.446E-05;3.047E-05;7.149E-06;1.292E-04;7.923E-05;3.105E-07;5.124E-05;9.820E-05;7.553E-05;1.162E-04;1.942E-05;1.079E-04;3.215E-05;9.882E-05;2.858E-05;3.316E-05;3.786E-05;3.322E-06;3.176E-05;1.497E-04;7.106E-05;3.854E-05;2.098E-05;1.389E-05;1.141E-04;7.384E-05;1.202E-04;7.962E-05;5.892E-05;4.278E-05;
